row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_A,prob_B,prob_C,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank
671,0001517022_2023_4,9,"remediation efforts of the material weakness - inventories the control deficiencies described above resulted in certain accounting errors, including in our internal preliminary consolidated financial statements for the year ended december 31, 2023, that were corrected prior to the issuance of such annual consolidated financial statements.",remediation efforts of the material weakness inventories the control deficiencies described above resulted in certain accounting errors including in our internal preliminary consolidated financial statements for the year ended <month> <num> <year> that were corrected prior to the issuance of such annual consolidated financial statements,2023-12-31,1517022,"specifically, we did not maintain effective controls related to . the review of inventory reconciliations, (ii) the validation of the inventory costing, (iii) the classification of inventory within the balance sheet and cost of product and other revenue related costs in the statement of operations, (iv) the calculation of estimated excess firm purchase commitment liability and . the verification that the existence of all inventories subject to physical inventory counts were accurately counted.",specifically we did not maintain effective controls related to the review of inventory reconciliations ii the validation of the inventory costing iii the classification of inventory within the balance sheet and cost of product and other revenue related costs in the statement of operations iv the calculation of estimated excess firm purchase commitment liability and the verification that the existence of all inventories subject to physical inventory counts were accurately counted,338,0,0,C,1,effect,1,1,0,False,True,9.0,1,0,trainval,A,0.7150117406438334,0.1821211502085985,0.1028671091475679,0.7150117406438334,0.5328905904352349,1,0,e5_logreg,disagreement,40
672,0001517022_2023_4,10,"our management has taken, plans to continue to take, actions to remediate the deficiency in our internal control over financial reporting and has implemented new processes, procedures and controls designed to address the underlying causes associated with the material weakness.",our management has taken plans to continue to take actions to remediate the deficiency in our internal control over financial reporting and has implemented new processes procedures and controls designed to address the underlying causes associated with the material weakness,2023-12-31,1517022,"remediation efforts of the material weakness - inventories the control deficiencies described above resulted in certain accounting errors, including in our internal preliminary consolidated financial statements for the year ended december 31, 2023, that were corrected prior to the issuance of such annual consolidated financial statements.",remediation efforts of the material weakness inventories the control deficiencies described above resulted in certain accounting errors including in our internal preliminary consolidated financial statements for the year ended <month> <num> <year> that were corrected prior to the issuance of such annual consolidated financial statements,273,0,0,B,0,other,0,1,0,False,True,9.0,0,0,trainval,B,0.009221711429841,0.9325432923541662,0.0582349962159925,0.9325432923541662,0.8743082961381736,0,1,e5_logreg,diversity,41
709,0000891178_2005_4,5,"further because of changes in conditions as well as the complexity of the applicable rules and changes in personnel, the effectiveness of internal controls may vary over time.",further because of changes in conditions as well as the complexity of the applicable rules and changes in personnel the effectiveness of internal controls <month> vary over time,2005-12-31,891178,"there are inherent limitations in the effectiveness of any internal control, including the complexity of the applicable rules, the possibility of human error in the understanding and/or application of the rules and the circumvention or overriding of controls.",there are inherent limitations in the effectiveness of any internal control including the complexity of the applicable rules the possibility of human error in the understanding and or application of the rules and the circumvention or overriding of controls,177,0,0,C,0,background,0,0,0,False,False,26.0,0,1,trainval,B,0.007568858494176,0.5099395822021741,0.4824915593036499,0.5099395822021741,0.0274480228985241,1,0,e5_logreg,margin,42
718,0000891178_2005_4,19,the allocation of revenues between software license fees and maintenance; and .,the allocation of revenues between software license fees and maintenance and,2005-12-31,891178,"specifically, the aforementioned material weakness in internal control over financial reporting resulted in the following accounting misstatements.",specifically the aforementioned material weakness in internal control over financial reporting resulted in the following accounting misstatements,76,1,0,C,0,background,0,0,0,False,False,26.0,0,1,trainval,B,0.0030102274925519,0.5145509059369857,0.4824388665704623,0.5145509059369857,0.0321120393665233,1,0,e5_logreg,disagreement,43
721,0000891178_2005_4,22,"in the company’s annual report on form 10-k for the year ended december 31, 2004, management concluded that our internal control over financial reporting was effective as of december 31, 2004.",in the company s annual report on form <num> k for the year ended <month> <num> <year> management concluded that our internal control over financial reporting was effective as of <month> <num> <year>,2005-12-31,891178,"management’s assessment of the effectiveness of the company’s internal control over financial reporting as of december 31, 2005 has been audited by deloitte & touche llp, an independent registered public accounting firm, as stated in its report which is included herein. (ii) other information about epicor’s form 10-k for the year ended december 31, 2004 .",management s assessment of the effectiveness of the company s internal control over financial reporting as of <month> <num> <year> has been audited by deloitte touche llp an independent registered public accounting firm as stated in its report which is included herein ii other information about epicor s form <num> k for the year ended <month> <num> <year>,199,0,0,C,0,status,0,0,0,True,False,26.0,0,1,trainval,C,0.0013588460339407,0.3838268616113466,0.6148142923547125,0.6148142923547125,0.2309874307433658,1,0,e5_logreg,diversity,44
738,0000918958_2006_4,10,"we identified that our preparation and review of the calculation of minority interest associated with our series a and series b preferred share offerings resulted in an incorrect allocation of net income between us and the other limited partners of the operating partnership, whom we refer to as unitholders.",we identified that our preparation and review of the calculation of minority interest associated with our series a and series b preferred share offerings resulted in an incorrect allocation of net income between us and the other limited partners of the operating partnership whom we refer to as unitholders,2006-12-31,918958,description and remediation of material weaknesses calculation of minority interest.,description and remediation of material weaknesses calculation of minority interest,306,0,0,C,1,effect,1,1,0,False,False,9.0,1,0,trainval,C,0.3574078159119748,0.1257279143284086,0.5168642697596164,0.5168642697596164,0.1594564538476415,1,0,e5_logreg,random,45
739,0000918958_2006_4,11,"as a result of this material weakness, net income for the years ending december 31, 1998 through 2005 was understated.",as a result of this material weakness net income for the years ending <month> <num> <year> through <year> was understated,2006-12-31,918958,"we identified that our preparation and review of the calculation of minority interest associated with our series a and series b preferred share offerings resulted in an incorrect allocation of net income between us and the other limited partners of the operating partnership, whom we refer to as unitholders.",we identified that our preparation and review of the calculation of minority interest associated with our series a and series b preferred share offerings resulted in an incorrect allocation of net income between us and the other limited partners of the operating partnership whom we refer to as unitholders,121,1,1,B,0,other,0,1,0,False,False,9.0,0,0,trainval,A,0.4527050460895387,0.0961096671715268,0.4511852867389344,0.4527050460895387,0.0015197593506043,1,0,e5_logreg,margin,46
747,0000918958_2006_4,19,classification of club membership intangible asset.,classification of club membership intangible asset,2006-12-31,918958,"we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of december 31, 2003 by $4.1 million and decreased our net income by $0.2 million and $0.4 million for the years ended december 31, 2005 and 2004, respectively, to correct these errors.",we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of <month> <num> <year> by $ <num> <num> million and decreased our net income by $ <num> <num> million and $ <num> <num> million for the years ended <month> <num> <year> and <year> respectively to correct these errors,50,1,0,B,0,other,0,1,0,False,False,9.0,0,0,trainval,B,0.001378575626089,0.5039820379427913,0.4946393864311195,0.5039820379427913,0.0093426515116717,1,0,e5_logreg,margin,47
749,0000918958_2006_4,21,"as a result of this material weakness, net income for the years ended december 31, 1997 through 2005 was overstated.",as a result of this material weakness net income for the years ended <month> <num> <year> through <year> was overstated,2006-12-31,918958,"we identified that the selection, application and monitoring of accounting policies utilized by a consolidated subsidiary resulted in the incorrect application of generally accepted accounting principles associated with the classification of a club membership intangible asset.",we identified that the selection application and monitoring of accounting policies utilized by a consolidated subsidiary resulted in the incorrect application of generally accepted accounting principles associated with the classification of a club membership intangible asset,119,1,1,B,0,other,0,1,0,False,False,9.0,0,0,trainval,A,0.4436756877516759,0.1164710559387735,0.4398532563095505,0.4436756877516759,0.0038224314421253,1,0,e5_logreg,margin,48
750,0000918958_2006_4,22,"we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of december 31, 2003 by $3.5 million and increased our net income by $1.7 million and $1.5 million for the years ended december 31, 2005 and december 31, 2004, respectively, to correct these errors.",we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of <month> <num> <year> by $ <num> <num> million and increased our net income by $ <num> <num> million and $ <num> <num> million for the years ended <month> <num> <year> and <month> <num> <year> respectively to correct these errors,2006-12-31,918958,"as a result of this material weakness, net income for the years ended december 31, 1997 through 2005 was overstated.",as a result of this material weakness net income for the years ended <month> <num> <year> through <year> was overstated,361,0,0,C,1,effect,1,1,0,False,False,9.0,1,0,trainval,A,0.515397535065037,0.313117647765396,0.1714848171695669,0.515397535065037,0.202279887299641,1,0,e5_logreg,diversity,49
751,0000918958_2006_4,23,remediation steps to address material weaknesses.,remediation steps to address material weaknesses,2006-12-31,918958,"we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of december 31, 2003 by $3.5 million and increased our net income by $1.7 million and $1.5 million for the years ended december 31, 2005 and december 31, 2004, respectively, to correct these errors.",we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of <month> <num> <year> by $ <num> <num> million and increased our net income by $ <num> <num> million and $ <num> <num> million for the years ended <month> <num> <year> and <month> <num> <year> respectively to correct these errors,48,1,0,B,0,other,0,1,0,False,True,9.0,0,0,trainval,B,0.0021379178541887,0.9637381150447434,0.0341239671010678,0.9637381150447434,0.9296141479436756,0,1,e5_logreg,diversity,50
759,0001344632_2007_4,12,gaap related to the company's adoption of sfas no.,gaap related to the company s adoption of sfas no,2007-05-31,1344632,"this control deficiency resulted in adjustments, including audit adjustments in order for the company to comply with u.s.",this control deficiency resulted in adjustments including audit adjustments in order for the company to comply with u s,49,1,0,C,0,background,0,0,0,False,False,,0,1,test,B,0.0035424205025018,0.5011916967489004,0.4952658827485976,0.5011916967489004,0.0059258140003027,1,0,e5_logreg,margin,51
765,0000928054_2012_4,10,their report describes the material weaknesses identified and included in management's assessment.,their report describes the material weaknesses identified and included in management s assessment,2012-12-31,928054,the company's management is actively committed to and engaged in the implementation and execution of remediation efforts to resolve the material weaknesses and to proactively manage any other areas of risk that may be identified.,the company s management is actively committed to and engaged in the implementation and execution of remediation efforts to resolve the material weaknesses and to proactively manage any other areas of risk that <month> be identified,97,1,0,B,0,other,0,1,0,False,False,7.0,0,0,test,B,0.0068508334603209,0.5032540194426848,0.4898951470969943,0.5032540194426848,0.0133588723456904,1,0,e5_logreg,margin,52
773,0001472595_2014_4,8,"during the assessment process, we identified material weaknesses in our control environment related to establishing and maintaining accounting policies and procedures, process-level controls and accountability for recording complex transactions.",during the assessment process we identified material weaknesses in our control environment related to establishing and maintaining accounting policies and procedures process level controls and accountability for recording complex transactions,2014-12-31,1472595,,,242,0,0,C,0,background,0,0,0,False,False,17.0,0,1,trainval,C,0.0195939708753561,0.4884334598969012,0.4919725692277426,0.4919725692277426,0.0035391093308414,1,0,e5_logreg,margin,53
776,0001472595_2014_4,15,"based on our identification of material weaknesses in internal control over financial reporting described above (which we view as an integral part of our disclosure controls), our inability to file our annual reports on form 10-k for the fiscal year ended december 31, 2014, and our quarterly report on form 10-q for the quarterly periods in 2014 within the statutory time periods, and the evaluation that we have performed, our chief executive officer and chief financial officer concluded that, as of.",based on our identification of material weaknesses in internal control over financial reporting described above which we view as an integral part of our disclosure controls our inability to file our annual reports on form <num> k for the fiscal year ended <month> <num> <year> and our quarterly report on form <num> q for the quarterly periods in <year> within the statutory time periods and the evaluation that we have performed our chief executive officer and chief financial officer concluded that as of,2014-12-31,1472595,"because of the pervasive nature of the material weakness related to the control environment, we cannot be sure that all material weaknesses that may have existed at december 31, 2014 have been identified.",because of the pervasive nature of the material weakness related to the control environment we cannot be sure that all material weaknesses that <month> have existed at <month> <num> <year> have been identified,506,0,0,C,0,status,0,0,0,False,False,17.0,0,1,trainval,C,0.0289681429679375,0.2504205147158463,0.7206113423162162,0.7206113423162162,0.4701908276003698,1,0,e5_logreg,random,54
782,0001472595_2014_4,27,"changes in internal control over financial reporting other than matters discussed in this item 9a, there have been no changes in our internal control over financial reporting since our last annual report filed on form 10-k for the year ended december 31, 2013 that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",changes in internal control over financial reporting other than matters discussed in this item 9a there have been no changes in our internal control over financial reporting since our last annual report filed on form <num> k for the year ended <month> <num> <year> that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,2014-12-31,1472595,"when fully implemented and operational, our management believes the measures described above will remediate the control deficiencies we have identified and strengthen our internal control over financial reporting.",when fully implemented and operational our management believes the measures described above will remediate the control deficiencies we have identified and strengthen our internal control over financial reporting,386,0,0,B,0,other,0,1,0,False,True,17.0,0,0,trainval,C,0.0054240078672434,0.4867585386322366,0.5078174535005199,0.5078174535005199,0.0210589148682832,1,0,e5_logreg,margin,55
790,0001754195_2023_4,12,54 table of contents information technology.,<num> table of contents information technology,2023-12-31,1754195,remediation actions taken include the following.,remediation actions taken include the following,46,1,0,B,0,other,0,1,0,False,False,8.0,0,0,trainval,C,0.000902176038836,0.448336083256889,0.5507617407042749,0.5507617407042749,0.1024256574473858,1,0,e5_logreg,random,56
809,0000796655_2008_4,12,"as mentioned, we reviewed the results of management's assessment with our audit committee.",as mentioned we reviewed the results of management s assessment with our audit committee,2008-12-31,796655,"management has concluded that our internal control over financial reporting was not effective as of december 31, 2008 to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external reporting purposes in accordance with gaap.",management has concluded that our internal control over financial reporting was not effective as of <month> <num> <year> to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external reporting purposes in accordance with gaap,88,1,0,C,0,background,0,0,0,False,False,13.0,0,1,trainval,B,0.0041236993268642,0.5068948557475347,0.4889814449256009,0.5068948557475347,0.0179134108219337,1,0,e5_logreg,margin,57
867,0000023666_2012_4,28,chief accounting officer,chief accounting officer,2012-06-30,23666,controller and.,controller and,24,1,0,C,0,background,0,0,0,False,False,,0,1,trainval,C,0.0017407464581203,0.4921459177133345,0.5061133358285451,0.5061133358285451,0.0139674181152105,1,0,e5_logreg,margin,58
886,0001069899_2020_4,20,we have implemented a broad range of changes to our internal control over financial reporting to make progress in the remediation of the material weaknesses described in this item 9a.,we have implemented a broad range of changes to our internal control over financial reporting to make progress in the remediation of the material weaknesses described in this item 9a,2020-06-30,1069899,our progress was slowed by the effects of the covid-19 pandemic; we believe we would have made additional progress if not for the pandemic.,our progress was slowed by the effects of the covid <num> pandemic we believe we would have made additional progress if not for the pandemic,182,0,0,B,0,other,0,1,0,False,True,18.0,0,0,trainval,B,0.0066690728112449,0.901984068434642,0.091346858754113,0.901984068434642,0.810637209680529,0,1,e5_logreg,diversity,59
902,0000077281_2021_4,13,"the deficiencies contributed to ineffective process-level control activities and the potential for there to have been material accounting errors in our financial statements, account balances or disclosures.",the deficiencies contributed to ineffective process level control activities and the potential for there to have been material accounting errors in our financial statements account balances or disclosures,2021-12-31,77281,"these deficiencies related to. identifying and assessing risks of misstatement to ensure management review controls are designed, implemented, and operating at a level to effectively respond to those risks, (ii) monitoring the consistent operation of internal control over financial reporting and remediation of known control deficiencies, and (iii) evaluating the reliability of information used in management review controls.",these deficiencies related to identifying and assessing risks of misstatement to ensure management review controls are designed implemented and operating at a level to effectively respond to those risks ii monitoring the consistent operation of internal control over financial reporting and remediation of known control deficiencies and iii evaluating the reliability of information used in management review controls,204,0,0,B,0,other,0,1,0,False,False,12.0,0,0,trainval,A,0.6097217255905467,0.070071160129043,0.3202071142804103,0.6097217255905467,0.2895146113101364,1,0,e5_logreg,disagreement,60
920,0001494259_2022_4,11,"in the aggregate, management has concluded that the previously identified unremediated control deficiencies at the caroffer subsidiary, along with the deficiencies identified in the fourth quarter of 2022, constitute a material weakness.",in the aggregate management has concluded that the previously identified unremediated control deficiencies at the caroffer subsidiary along with the deficiencies identified in the fourth quarter of <year> constitute a material weakness,2022-12-31,1494259,"additionally, as of the fourth quarter ended december 31, 2022, management identified additional deficiencies in controls at our caroffer subsidiary.",additionally as of the fourth quarter ended <month> <num> <year> management identified additional deficiencies in controls at our caroffer subsidiary,235,0,0,B,0,other,0,1,0,True,False,8.0,0,0,trainval,A,0.4221752299725672,0.333442572535586,0.2443821974918465,0.4221752299725672,0.0887326574369811,1,0,e5_logreg,disagreement,61
921,0001494259_2022_4,12,"we have concluded that this material weakness exists at our caroffer subsidiary, as caroffer does not have the necessary business and it processes, personnel, and related internal controls to operate in a manner to satisfy the accounting and financial reporting requirements of a public company.",we have concluded that this material weakness exists at our caroffer subsidiary as caroffer does not have the necessary business and it processes personnel and related internal controls to operate in a manner to satisfy the accounting and financial reporting requirements of a public company,2022-12-31,1494259,"in the aggregate, management has concluded that the previously identified unremediated control deficiencies at the caroffer subsidiary, along with the deficiencies identified in the fourth quarter of 2022, constitute a material weakness.",in the aggregate management has concluded that the previously identified unremediated control deficiencies at the caroffer subsidiary along with the deficiencies identified in the fourth quarter of <year> constitute a material weakness,291,0,0,B,0,other,0,1,0,False,False,8.0,0,0,trainval,C,0.0658175849011151,0.2075219983737693,0.7266604167251155,0.7266604167251155,0.5191384183513462,1,0,e5_logreg,random,62
930,0001494259_2022_4,21,"the material weakness also impacts the effectiveness of segregation of duties, the effectiveness of financial controls which rely on information from relevant financial systems and increases the reliance on corporate accounting personnel to identify errors at the caroffer subsidiary level.",the material weakness also impacts the effectiveness of segregation of duties the effectiveness of financial controls which rely on information from relevant financial systems and increases the reliance on corporate accounting personnel to identify errors at the caroffer subsidiary level,2022-12-31,1494259,"however, the material weakness could have resulted in material misstatements in our interim or annual financial statements and disclosures which then may not have been prevented or detected.",however the material weakness could have resulted in material misstatements in our interim or annual financial statements and disclosures which then <month> not have been prevented or detected,288,0,0,B,0,other,0,1,0,False,False,8.0,0,0,trainval,B,0.1549667626732703,0.4338936288532148,0.4111396084735146,0.4338936288532148,0.0227540203797002,1,0,e5_logreg,margin,63
936,0001494259_2022_4,27,implementing robust review controls over user access and change management for relevant financial systems; .,implementing robust review controls over user access and change management for relevant financial systems,2022-12-31,1494259,our remediation measures are ongoing and include the following.,our remediation measures are ongoing and include the following,105,1,0,B,0,other,0,1,0,False,False,8.0,0,0,trainval,B,0.000529425278443,0.8140136193226812,0.1854569553988758,0.8140136193226812,0.6285566639238054,0,1,e5_logreg,random,64
943,0001494259_2022_4,34,leveraging cargurus resources with significant public company experience to provide oversight of caroffer it and financial controls programs.,leveraging cargurus resources with significant public company experience to provide oversight of caroffer it and financial controls programs,2022-12-31,1494259,hiring additional qualified sox-focused personnel to provide additional capacity and expertise to enhance our it control environment; and .,hiring additional qualified sox focused personnel to provide additional capacity and expertise to enhance our it control environment and,140,1,0,B,0,other,0,1,0,False,False,8.0,0,0,trainval,B,0.000707306136601,0.7264361244830401,0.2728565693803589,0.7264361244830401,0.4535795551026811,0,1,e5_logreg,random,65
963,0000799850_2025_4,8,the material weakness in internal control over financial reporting relates to having inadequate controls to appropriately analyze all relevant information required for complete and accurate presentation and disclosure under gaap.,the material weakness in internal control over financial reporting relates to having inadequate controls to appropriately analyze all relevant information required for complete and accurate presentation and disclosure under gaap,2025-04-30,799850,"during the year ended april 30, 2025, in connection with the preparation of the company’s annual financial statements as of and for the year ended april 30, 2025, the company identified a material weakness in its internal control over financial reporting.",during the year ended <month> <num> <year> in connection with the preparation of the company s annual financial statements as of and for the year ended <month> <num> <year> the company identified a material weakness in its internal control over financial reporting,228,0,0,C,0,background,0,0,0,False,False,16.0,0,1,trainval,C,0.144527386990683,0.2380066185626601,0.6174659944466568,0.6174659944466568,0.3794593758839967,1,0,e5_logreg,disagreement,66
964,0000799850_2025_4,9,"this principally resulted from (1) incorrect assessment during the initial adoption of asu 2022-02, (2) ineffective disclosure controls and procedures that did not identify missing required disclosures under asc 310-10-50-42 through 50-44, and (3) turnover in technical accounting resources leading to a reduction of requisite expertise.",this principally resulted from <num> incorrect assessment during the initial adoption of asu <year> <num> <num> ineffective disclosure controls and procedures that did not identify missing required disclosures under asc <num> <num> <num> <num> through <num> <num> and <num> turnover in technical accounting resources leading to a reduction of requisite expertise,2025-04-30,799850,the material weakness in internal control over financial reporting relates to having inadequate controls to appropriately analyze all relevant information required for complete and accurate presentation and disclosure under gaap.,the material weakness in internal control over financial reporting relates to having inadequate controls to appropriately analyze all relevant information required for complete and accurate presentation and disclosure under gaap,362,0,1,C,0,effect,0,0,0,False,False,16.0,0,1,trainval,A,0.4552265504568983,0.112262205821588,0.4325112437215135,0.4552265504568983,0.0227153067353848,1,0,e5_logreg,margin,67
966,0000799850_2025_4,11,"further, the company completed the acquisition of texas auto center on june 3, 2024.",further the company completed the acquisition of texas auto center on <month> <num> <year>,2025-04-30,799850,"this material weakness existed as of april 30, 2024 and each interim reporting period during fiscal years 2025 and 2024 and resulted in the restatement of previously issued financial statements to include the required disclosures regarding contract modifications made to borrowers experiencing financial difficulty.",this material weakness existed as of <month> <num> <year> and each interim reporting period during fiscal years <year> and <year> and resulted in the restatement of previously issued financial statements to include the required disclosures regarding contract modifications made to borrowers experiencing financial difficulty,90,1,0,C,0,background,0,0,0,False,False,16.0,0,1,trainval,B,0.0010892131307899,0.5056090893169348,0.4933016975522752,0.5056090893169348,0.0123073917646595,1,0,e5_logreg,margin,68
1037,0001129633_2015_4,39,actuarial finance and valuation .,actuarial finance and valuation,2015-12-31,1129633,&#9702; implemented controls to periodically assess the sufficiency of gaap resources commensurate with the company’s financial reporting requirements.,<year> implemented controls to periodically assess the sufficiency of gaap resources commensurate with the company s financial reporting requirements,31,1,0,B,0,other,0,1,0,False,False,9.0,0,0,test,B,0.0022709590364857,0.6378162943711416,0.3599127465923726,0.6378162943711416,0.277903547778769,1,0,e5_logreg,diversity,69
1128,0001624322_2024_4,18,"nonetheless, we concluded that the deficiencies constituted a material weakness.",nonetheless we concluded that the deficiencies constituted a material weakness,2024-12-31,1624322,"through our own testing procedures, we determined no unauthorized changes occurred in the production database during the applicable periods.",through our own testing procedures we determined no unauthorized changes occurred in the production database during the applicable periods,78,1,0,C,0,background,0,0,0,False,False,21.0,0,1,trainval,A,0.4207897055099217,0.1981790843872906,0.3810312101027875,0.4207897055099217,0.0397584954071342,1,0,e5_logreg,disagreement,70
1140,0000072911_2005_4,2,our internal control over financial reporting is intended to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for 231 . external purposes in accordance with applicable gaap.,our internal control over financial reporting is intended to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for <num> external purposes in accordance with applicable gaap,2005-12-31,72911,,,245,0,0,C,0,background,0,0,0,False,False,10.0,0,1,trainval,C,0.0040979338882976,0.4929737925208135,0.5029282735908889,0.5029282735908889,0.0099544810700753,1,0,e5_logreg,margin,71
1174,0000929940_2007_4,32,"specifically, our controls did not ensure that . accurate and complete information as to our ability to collect outstanding installment and accounts receivables is captured and used to record sufficient provisions for doubtful accounts; . interest income on installment receivables is appropriately classified within the statement of operations; . credits and adjustments for sales and withholding taxes are properly recorded; and . professional services delivered but not billed are properly presented in the balance sheet.",specifically our controls did not ensure that accurate and complete information as to our ability to collect outstanding installment and accounts receivables is captured and used to record sufficient provisions for doubtful accounts interest income on installment receivables is appropriately classified within the statement of operations credits and adjustments for sales and withholding taxes are properly recorded and professional services delivered but not billed are properly presented in the balance sheet,2007-06-30,929940,we did not have adequate design or operation of controls to provide reasonable assurance that accounts receivable ledgers were properly maintained and valuation adjustments were properly recognized.,we did not have adequate design or operation of controls to provide reasonable assurance that accounts receivable ledgers were properly maintained and valuation adjustments were properly recognized,511,0,0,A,0,other,1,0,0,False,False,37.0,0,0,trainval,C,0.424983573307486,0.1266387326607328,0.4483776940317812,0.4483776940317812,0.0233941207242951,1,0,e5_logreg,margin,72
1179,0000929940_2007_4,40,"although the remedial measures implemented and reported in prior quarters improved our internal control over financial reporting in certain respects, our processes and systems require further improvement and are dependent upon the training and effectiveness of a number of qualified finance and accounting staff that were hired in the fiscal year.",although the remedial measures implemented and reported in prior quarters improved our internal control over financial reporting in certain respects our processes and systems require further improvement and are dependent upon the training and effectiveness of a number of qualified finance and accounting staff that were hired in the fiscal year,2007-06-30,929940,"during the quarter ended june 30, 2007, no additional changes were identified to our internal control over financial reporting that materially affected, or were reasonably likely to materially affect, our internal control over financial reporting except for the material weaknesses related to the accounting for transfers of customer installments and accounts receivables under receivable sale facilities and recognition of revenue discussed above.",during the quarter ended <month> <num> <year> no additional changes were identified to our internal control over financial reporting that materially affected or were reasonably likely to materially affect our internal control over financial reporting except for the material weaknesses related to the accounting for transfers of customer installments and accounts receivables under receivable sale facilities and recognition of revenue discussed above,345,0,0,B,0,other,0,1,0,False,True,37.0,0,0,trainval,B,0.0067890334504157,0.8666766992018266,0.1265342673477576,0.8666766992018266,0.7401424318540689,0,1,e5_logreg,random,73
1182,0000929940_2007_4,44,we began implementing certain of these measures prior to the filing of this form 10-k but changes made to our internal controls have not yet been in place for a sufficient time to have had a significant effect.,we began implementing certain of these measures prior to the filing of this form <num> k but changes made to our internal controls have not yet been in place for a sufficient time to have had a significant effect,2007-06-30,929940,remediation plans.,remediation plans,212,0,0,B,0,other,0,1,0,False,False,37.0,0,0,trainval,B,0.0073884859064749,0.6108574147928899,0.3817540993006351,0.6108574147928899,0.2291033154922547,1,0,e5_logreg,diversity,74
1249,0001504747_2014_4,21,these control failures contributed to the transactions involving our dish machines and to information generated relating to the allowance for doubtful accounts.,these control failures contributed to the transactions involving our dish machines and to information generated relating to the allowance for doubtful accounts,2014-12-31,1504747,&#9679; we did not maintain effective information and communication controls to generate relevant and quality information for use in the financial reporting close process.,<year> we did not maintain effective information and communication controls to generate relevant and quality information for use in the financial reporting close process,159,0,1,C,0,background,0,0,0,False,False,28.0,0,1,trainval,C,0.4375079022347585,0.115865349610524,0.4466267481547175,0.4466267481547175,0.0091188459199589,1,0,e5_logreg,margin,75
1280,0001296205_2016_4,3,"internal control over financial reporting includes those policies and procedures that. &#9679;pertain to the maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of our assets; &#9679;provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with generally accepted accounting principles and our receipts and expenditures are being made only in accordance with authorization of our management and directors; and &#9679;provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use or disposition of assets that could have a material effect on our consolidated financial statements.",internal control over financial reporting includes those policies and procedures that <year> pertain to the maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of our assets <year> provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with generally accepted accounting principles and our receipts and expenditures are being made only in accordance with authorization of our management and directors and <year> provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition use or disposition of assets that could have a material effect on our consolidated financial statements,2016-12-31,1296205,management’s report on internal control over financial reporting (amounts in thousands) our management is responsible for establishing and maintaining adequate internal control over financial reporting as defined in rule 13a-15. under the exchange act.,management s report on internal control over financial reporting amounts in thousands our management is responsible for establishing and maintaining adequate internal control over financial reporting as defined in rule 13a <num> under the exchange act,752,0,0,C,0,background,0,0,0,False,False,14.0,0,1,trainval,B,0.0195846215099973,0.5553758041723645,0.4250395743176381,0.5553758041723645,0.1303362298547264,1,0,e5_logreg,disagreement,76
1298,0001326380_2019_4,23,"changes in internal control over financial reporting except for identification of the material weaknesses described above, there were no changes during the quarter ended february 2, 2019, in our internal control over financial reporting (as defined in rules 13a-15. or 15d-15. of the exchange act) that have materially affected, or are reasonably likely to materially affect, the company’s internal control over financial reporting.",changes in internal control over financial reporting except for identification of the material weaknesses described above there were no changes during the quarter ended <month> <num> <year> in our internal control over financial reporting as defined in rules 13a <num> or 15d <num> of the exchange act that have materially affected or are reasonably likely to materially affect the company s internal control over financial reporting,2019-02-02,1326380,"the material weaknesses will not be considered remediated, however, until the applicable controls operate for a sufficient period of time and management has concluded, through testing, that these controls are operating effectively.",the material weaknesses will not be considered remediated however until the applicable controls operate for a sufficient period of time and management has concluded through testing that these controls are operating effectively,433,0,0,B,0,other,0,1,0,False,True,16.0,0,0,test,B,0.0386782235558633,0.4919307850634981,0.4693909913806386,0.4919307850634981,0.0225397936828594,1,0,e5_logreg,margin,77
