row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank
633,0000028823_2018_4,16,the company had ineffective controls over non-routine transactions as certain controls were not designed at the appropriate level of precision to ensure calculations supporting non-routine transaction were calculated correctly.,the company had ineffective controls over non routine transactions as certain controls were not designed at the appropriate level of precision to ensure calculations supporting non routine transaction were calculated correctly,2018-12-31,28823,the company had ineffective implementation and operation of controls over inventory valuation related to spare parts and finished goods from canceled orders as the company did not effectively communicate information to certain locations to allow for the effective operations or implementation of these controls.,the company had ineffective implementation and operation of controls over inventory valuation related to spare parts and finished goods from canceled orders as the company did not effectively communicate information to certain locations to allow for the effective operations or implementation of these controls,226,0,0,OTHER,0,background,0,0,0,False,False,22.0,0,1,trainval,ISSUE,0.9795398020977776,0.0115235018511809,0.0089366960510414,0.9795398020977776,0.9680163002465964,0,1,e5_logreg,random,41
646,0000014846_2019_4,11,"accordingly, we have de-consolidated the accounts and operations of the previously consolidated ventures in our consolidated financial statements included herein.",accordingly we have de consolidated the accounts and operations of the previously consolidated ventures in our consolidated financial statements included herein,2019-12-31,14846,"36 table of content although management believed that our internal control over financial reporting was effective at the time each such statement was made with respect thereto in our periodic reports, in light of the restatement, management has concluded that . our internal controls surrounding the supervision and review of management’s analyses over the accounting for our previously consolidated ventures were ineffective as of december 31, 2016, (ii) that with respect to the previously consolidated ventures, consolidation of the accounts and operations of these joint ventures into our consolidated financial statements (as we had done in the previously reported information) was not consistent with the consolidation standard, and (iii)the previously consolidated ventures should be presented under the equity method of accounting rather than being consolidated.",<num> table of content although management believed that our internal control over financial reporting was effective at the time each such statement was made with respect thereto in our periodic reports in light of the restatement management has concluded that our internal controls surrounding the supervision and review of management s analyses over the accounting for our previously consolidated ventures were ineffective as of <month> <num> <year> ii that with respect to the previously consolidated ventures consolidation of the accounts and operations of these joint ventures into our consolidated financial statements as we had done in the previously reported information was not consistent with the consolidation standard and iii the previously consolidated ventures should be presented under the equity method of accounting rather than being consolidated,160,0,1,OTHER,0,background,0,0,0,False,False,,0,1,trainval,ISSUE,0.4437932446763443,0.1299816142623654,0.4262251410612903,0.4437932446763443,0.017568103615054,1,0,e5_logreg,margin,42
709,0000891178_2005_4,5,"further because of changes in conditions as well as the complexity of the applicable rules and changes in personnel, the effectiveness of internal controls may vary over time.",further because of changes in conditions as well as the complexity of the applicable rules and changes in personnel the effectiveness of internal controls <month> vary over time,2005-12-31,891178,"there are inherent limitations in the effectiveness of any internal control, including the complexity of the applicable rules, the possibility of human error in the understanding and/or application of the rules and the circumvention or overriding of controls.",there are inherent limitations in the effectiveness of any internal control including the complexity of the applicable rules the possibility of human error in the understanding and or application of the rules and the circumvention or overriding of controls,177,0,0,OTHER,0,background,0,0,0,False,False,26.0,0,1,trainval,OTHER,0.350035609747903,0.2621000129362881,0.3878643773158088,0.3878643773158088,0.0378287675679058,1,0,e5_logreg,margin,43
725,0000891178_2005_4,27,"the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form 10-k that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form <num> k that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,2005-12-31,891178,"solely as a result of this material weakness, our management has revised its earlier assessment and has now concluded that our internal control over financial reporting was not effective as of december 31, 2004.",solely as a result of this material weakness our management has revised its earlier assessment and has now concluded that our internal control over financial reporting was not effective as of <month> <num> <year>,287,0,0,REMEDIATION,0,other,0,1,0,False,False,26.0,0,0,trainval,ISSUE,0.5030194477853461,0.0199728024993765,0.4770077497152774,0.5030194477853461,0.0260116980700687,1,0,e5_logreg,margin,44
754,0001181232_2006_4,10,"management has identified the following material weakness as of december 31, 2006.",management has identified the following material weakness as of <month> <num> <year>,2006-12-31,1181232,,,84,1,0,OTHER,0,status,0,0,0,False,False,,0,1,trainval,OTHER,0.3724665932817499,0.0065868467246373,0.6209465599936127,0.6209465599936127,0.2484799667118627,1,0,e5_logreg,diversity,45
756,0001344632_2007_4,5,"gaap, and that receipts and expenditures of the company are being made only in accordance with authorizations of management and directors of the company; and (iii) provide reasonable assurance regarding prevention or detection of unauthorized acquisition, use or disposition of the company's assets that could have a material effect on the financial statements.",gaap and that receipts and expenditures of the company are being made only in accordance with authorizations of management and directors of the company and iii provide reasonable assurance regarding prevention or detection of unauthorized acquisition use or disposition of the company s assets that could have a material effect on the financial statements,2007-05-31,1344632,,,355,0,0,OTHER,0,background,0,0,0,False,False,,0,1,test,REMEDIATION,0.1499092648936128,0.4385008218885162,0.411589913217871,0.4385008218885162,0.0269109086706452,1,0,e5_logreg,margin,46
765,0000928054_2012_4,10,their report describes the material weaknesses identified and included in management's assessment.,their report describes the material weaknesses identified and included in management s assessment,2012-12-31,928054,the company's management is actively committed to and engaged in the implementation and execution of remediation efforts to resolve the material weaknesses and to proactively manage any other areas of risk that may be identified.,the company s management is actively committed to and engaged in the implementation and execution of remediation efforts to resolve the material weaknesses and to proactively manage any other areas of risk that <month> be identified,97,1,0,REMEDIATION,0,other,0,1,0,False,False,7.0,0,0,test,OTHER,0.4488141426660036,0.0406055919234855,0.5105802654105108,0.5105802654105108,0.0617661227445071,1,0,e5_logreg,disagreement,47
767,0000716634_2014_4,8,"under the supervision and with the participation of our management, including our chief executive officer and chief financial officer, we conducted an evaluation of the effectiveness of our internal control over financial reporting based on the criteria established in 2013 internal control—integrated framework issued by the committee of sponsoring organizations (coso) of the treadway commission.",under the supervision and with the participation of our management including our chief executive officer and chief financial officer we conducted an evaluation of the effectiveness of our internal control over financial reporting based on the criteria established in <year> internal control integrated framework issued by the committee of sponsoring organizations coso of the treadway commission,2014-12-31,716634,"management’s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting, as such term is defined in securities exchange act rules 13a-15. and 15d-15. , including maintenance of . records that in reasonable detail accurately and fairly reflect the transactions and dispositions of our assets, and (ii) policies and procedures that provide reasonable assurance that . transactions are recorded as necessary to permit preparation of financial statements in accordance with accounting principles generally accepted in the united states of america, . our receipts and expenditures are being made only in accordance with authorizations of management and our board of directors and . we will prevent or timely detect unauthorized acquisition, use, or disposition of our assets that could have a material effect on the financial statements.",management s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting as such term is defined in securities exchange act rules 13a <num> and 15d <num> including maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of our assets and ii policies and procedures that provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with accounting principles generally accepted in the united states of america our receipts and expenditures are being made only in accordance with authorizations of management and our board of directors and we will prevent or timely detect unauthorized acquisition use or disposition of our assets that could have a material effect on the financial statements,395,0,0,OTHER,0,background,0,0,0,False,False,12.0,0,1,trainval,OTHER,0.0151245311359913,0.3900559938796539,0.5948194749843546,0.5948194749843546,0.2047634811047006,1,0,e5_logreg,diversity,48
770,0000716634_2014_4,12,"as a means of remediating the material weakness and improving our controls and procedures, we determined to engage tax advisors to support our accounting for taxes in countries in which we have no employees experienced in tax matters.",as a means of remediating the material weakness and improving our controls and procedures we determined to engage tax advisors to support our accounting for taxes in countries in which we have no employees experienced in tax matters,2014-12-31,716634,"properly included, the tax effect would have resulted in an increase in our deferred tax asset and total assets and a corresponding increase in our other consolidated income and total liabilities and shareholders’ equity, but would not have had a material effect on our financial condition or results of operations as reflected in our prior financial statements.",properly included the tax effect would have resulted in an increase in our deferred tax asset and total assets and a corresponding increase in our other consolidated income and total liabilities and shareholders equity but would not have had a material effect on our financial condition or results of operations as reflected in our prior financial statements,232,0,0,REMEDIATION,0,other,0,1,0,False,True,12.0,0,0,trainval,REMEDIATION,0.256031066256191,0.6859369999825269,0.058031933761282,0.6859369999825269,0.4299059337263358,1,0,e5_logreg,disagreement,49
776,0001472595_2014_4,15,"based on our identification of material weaknesses in internal control over financial reporting described above (which we view as an integral part of our disclosure controls), our inability to file our annual reports on form 10-k for the fiscal year ended december 31, 2014, and our quarterly report on form 10-q for the quarterly periods in 2014 within the statutory time periods, and the evaluation that we have performed, our chief executive officer and chief financial officer concluded that, as of.",based on our identification of material weaknesses in internal control over financial reporting described above which we view as an integral part of our disclosure controls our inability to file our annual reports on form <num> k for the fiscal year ended <month> <num> <year> and our quarterly report on form <num> q for the quarterly periods in <year> within the statutory time periods and the evaluation that we have performed our chief executive officer and chief financial officer concluded that as of,2014-12-31,1472595,"because of the pervasive nature of the material weakness related to the control environment, we cannot be sure that all material weaknesses that may have existed at december 31, 2014 have been identified.",because of the pervasive nature of the material weakness related to the control environment we cannot be sure that all material weaknesses that <month> have existed at <month> <num> <year> have been identified,506,0,0,OTHER,0,status,0,0,0,False,False,17.0,0,1,trainval,OTHER,0.4798310420671962,0.0061015000918996,0.5140674578409042,0.5140674578409042,0.034236415773708,1,0,e5_logreg,margin,50
784,0001754195_2023_4,3,"material weakness in internal control over financial reporting as of december 31, 2023, the following material weaknesses have been identified.",material weakness in internal control over financial reporting as of <month> <num> <year> the following material weaknesses have been identified,2023-12-31,1754195,"management’s report on internal control over financial reporting as of december 31, 2023, our management carried out an evaluation, under the supervision and with the participation of our ceo and cfo, of the effectiveness of the design and operation of our controls over financial reporting and procedures using the criteria set forth by the committee of sponsoring organizations of the treadway commission (“coso”) in internal control-integrated framework (2013).",management s report on internal control over financial reporting as of <month> <num> <year> our management carried out an evaluation under the supervision and with the participation of our ceo and cfo of the effectiveness of the design and operation of our controls over financial reporting and procedures using the criteria set forth by the committee of sponsoring organizations of the treadway commission coso in internal control integrated framework <year>,144,0,0,OTHER,0,status,0,0,0,False,False,8.0,0,1,trainval,OTHER,0.4939723836434682,0.0052988820089654,0.5007287343475664,0.5007287343475664,0.0067563507040981,1,0,e5_logreg,margin,51
785,0001754195_2023_4,5,business process controls (automated and manual) that are dependent on the affected itgcs were also deemed ineffective because they could have been adversely impacted; .,business process controls automated and manual that are dependent on the affected itgcs were also deemed ineffective because they could have been adversely impacted,2023-12-31,1754195,"material weakness in internal control over financial reporting as of december 31, 2023, the following material weaknesses have been identified.",material weakness in internal control over financial reporting as of <month> <num> <year> the following material weaknesses have been identified,164,0,0,ISSUE,0,other,1,0,0,False,False,8.0,0,0,trainval,ISSUE,0.9373320364154522,0.0244513267020586,0.0382166368824891,0.9373320364154522,0.899115399532963,0,1,e5_logreg,diversity,52
829,0000874734_2005_4,3,table of contents. purposes in accordance with accounting principles generally accepted in the united states of america.,table of contents purposes in accordance with accounting principles generally accepted in the united states of america,2005-12-31,874734,"as defined in rules 13a-15. and 15d-15. under the exchange act, internal control over financial reporting is a process designed by, or supervised by, the company’s principal executive and principal financial officers, and effected by the company’s board of directors, management and other personnel, to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external 49 .",as defined in rules 13a <num> and 15d <num> under the exchange act internal control over financial reporting is a process designed by or supervised by the company s principal executive and principal financial officers and effected by the company s board of directors management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external <num>,118,1,0,OTHER,0,background,0,0,0,False,False,22.0,0,1,trainval,REMEDIATION,0.107387446169909,0.4633186682184696,0.4292938856116212,0.4633186682184696,0.0340247826068483,1,0,e5_logreg,margin,53
842,0000874734_2005_4,23,"our remedial action plan will include. a search for senior level financial managers with an appropriate level of accounting knowledge, experience and training in the application of generally accepted accounting principles commensurate with our financial accounting and reporting requirements.",our remedial action plan will include a search for senior level financial managers with an appropriate level of accounting knowledge experience and training in the application of generally accepted accounting principles commensurate with our financial accounting and reporting requirements,2005-12-31,874734,"we are currently finalizing our remediation plan to enhance our domestic and corporate accounting departments to address the material weaknesses in our internal control over financial reporting that existed as of december 31, 2005.",we are currently finalizing our remediation plan to enhance our domestic and corporate accounting departments to address the material weaknesses in our internal control over financial reporting that existed as of <month> <num> <year>,289,0,0,REMEDIATION,0,other,0,1,0,False,True,22.0,0,0,trainval,REMEDIATION,0.0269545369922682,0.7955584912576751,0.1774869717500567,0.7955584912576751,0.6180715195076184,1,0,e5_logreg,disagreement,54
863,0000023666_2012_4,23,"executive vice president,.",executive vice president,2012-06-30,23666,maria henry.,maria henry,24,1,0,OTHER,0,background,0,0,0,False,False,,0,1,trainval,OTHER,0.0333252524183675,0.4692584489377323,0.4974162986439001,0.4974162986439001,0.0281578497061678,1,0,e5_logreg,margin,55
874,0001159281_2014_4,16,"changes in internal control over financial reporting except as noted above under “remediation of material weaknesses in internal control over financial reporting” there have been no changes in our internal control over financial reporting during the quarter ended december 31, 2014 that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",changes in internal control over financial reporting except as noted above under remediation of material weaknesses in internal control over financial reporting there have been no changes in our internal control over financial reporting during the quarter ended <month> <num> <year> that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,2014-12-31,1159281,"to date, we have. · added qualified and experienced personnel by filling a newly created senior level accounting position and hiring additional personnel who are qualified as certified public accountants; · engaged consultants to supplement our existing accounting staff and to provide additional layers of review by qualified persons; and · begun restructuring our accounting and tax functions.",to date we have added qualified and experienced personnel by filling a newly created senior level accounting position and hiring additional personnel who are qualified as certified public accountants engaged consultants to supplement our existing accounting staff and to provide additional layers of review by qualified persons and begun restructuring our accounting and tax functions,404,0,0,REMEDIATION,0,other,0,1,0,False,True,10.0,0,0,trainval,OTHER,0.1596217248370506,0.0083719701777547,0.8320063049851947,0.8320063049851947,0.6723845801481441,1,0,e5_logreg,diversity,56
876,0001069899_2020_4,2,"internal control over financial reporting is defined as a process designed by, or under the supervision of, our chief executive officer and chief financial officer, or persons performing similar functions, and effected by the company’s board of directors, management and other personnel, to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external purposes in accordance with generally accepted accounting principles and includes those policies and procedures that. (1) pertain to the maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of the assets of the issuer, (2) provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with generally accepted accounting principles, and that receipts and expenditures of the issuer are being made only in accordance with authorizations of management and directors of the issuer and (3) provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use or disposition of the issuer’s assets that could have a material effect on the financial statements.",internal control over financial reporting is defined as a process designed by or under the supervision of our chief executive officer and chief financial officer or persons performing similar functions and effected by the company s board of directors management and other personnel to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external purposes in accordance with generally accepted accounting principles and includes those policies and procedures that <num> pertain to the maintenance of records that in reasonable detail accurately and fairly reflect the transactions and dispositions of the assets of the issuer <num> provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with generally accepted accounting principles and that receipts and expenditures of the issuer are being made only in accordance with authorizations of management and directors of the issuer and <num> provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition use or disposition of the issuer s assets that could have a material effect on the financial statements,2020-06-30,1069899,"management’s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting as described in rules 13a-15. and 15d-15. under the securities exchange act of 1934, as amended, or the exchange act.",management s report on internal control over financial reporting our management is responsible for establishing and maintaining adequate internal control over financial reporting as described in rules 13a <num> and 15d <num> under the securities exchange act of <year> as amended or the exchange act,1240,0,0,OTHER,0,background,0,0,0,False,False,18.0,0,1,trainval,OTHER,0.0540211203796729,0.4533551914138456,0.4926236882064814,0.4926236882064814,0.0392684967926357,1,0,e5_logreg,margin,57
918,0001494259_2022_4,9,the previously identified cargurus control deficiencies in logical access and change management have been remediated as of year-end.,the previously identified cargurus control deficiencies in logical access and change management have been remediated as of year end,2022-12-31,1494259,"the control deficiencies which, in the aggregate, were assessed as a material weakness during the second quarter ended june 30, 2022 have not yet been fully remediated.",the control deficiencies which in the aggregate were assessed as a material weakness during the second quarter ended <month> <num> <year> have not yet been fully remediated,131,1,0,REMEDIATION,0,other,0,1,0,False,True,8.0,0,0,trainval,REMEDIATION,0.1761186807807498,0.4963230550841064,0.3275582641351436,0.4963230550841064,0.1687647909489628,1,0,e5_logreg,disagreement,58
930,0001494259_2022_4,21,"the material weakness also impacts the effectiveness of segregation of duties, the effectiveness of financial controls which rely on information from relevant financial systems and increases the reliance on corporate accounting personnel to identify errors at the caroffer subsidiary level.",the material weakness also impacts the effectiveness of segregation of duties the effectiveness of financial controls which rely on information from relevant financial systems and increases the reliance on corporate accounting personnel to identify errors at the caroffer subsidiary level,2022-12-31,1494259,"however, the material weakness could have resulted in material misstatements in our interim or annual financial statements and disclosures which then may not have been prevented or detected.",however the material weakness could have resulted in material misstatements in our interim or annual financial statements and disclosures which then <month> not have been prevented or detected,288,0,0,REMEDIATION,0,other,0,1,0,False,False,8.0,0,0,trainval,ISSUE,0.8931938832043862,0.0831449700938532,0.0236611467017605,0.8931938832043862,0.810048913110533,0,1,e5_logreg,diversity,59
932,0001494259_2022_4,23,"management, with the oversight of the audit committee of our board of directors, evaluated the material weakness identified during the second quarter of 2022, and implemented a remediation plan to address the material weakness and enhance our control environment.",management with the oversight of the audit committee of our board of directors evaluated the material weakness identified during the second quarter of <year> and implemented a remediation plan to address the material weakness and enhance our control environment,2022-12-31,1494259,114 remediation plan we and our board of directors are committed to maintaining a strong internal control environment.,<num> remediation plan we and our board of directors are committed to maintaining a strong internal control environment,261,0,0,REMEDIATION,0,other,0,1,0,False,True,8.0,0,0,trainval,REMEDIATION,0.0607832776862545,0.4874562483463222,0.4517604739674231,0.4874562483463222,0.0356957743788991,1,0,e5_logreg,margin,60
937,0001494259_2022_4,28,"implementing effective review of journal entries and account reconciliations, and other financial statement close analyses and processes; .",implementing effective review of journal entries and account reconciliations and other financial statement close analyses and processes,2022-12-31,1494259,implementing robust review controls over user access and change management for relevant financial systems; .,implementing robust review controls over user access and change management for relevant financial systems,135,1,0,REMEDIATION,0,other,0,1,0,False,False,8.0,0,0,trainval,REMEDIATION,0.0732993401021179,0.8983132959680317,0.0283873639298504,0.8983132959680317,0.8250139558659138,0,1,e5_logreg,diversity,61
957,0001227654_2024_4,16,kpmg llp’s report is included elsewhere in this form 10-k.,kpmg llp s report is included elsewhere in this form <num> k,2024-09-30,1227654,"kpmg llp, the company’s independent registered public accounting firm, who audited the company’s consolidated financial statements included in this annual report on form 10-k, issued an adverse opinion on the effectiveness of the company’s internal control over financial reporting.",kpmg llp the company s independent registered public accounting firm who audited the company s consolidated financial statements included in this annual report on form <num> k issued an adverse opinion on the effectiveness of the company s internal control over financial reporting,60,1,0,OTHER,0,background,0,0,0,False,False,17.0,0,1,trainval,OTHER,0.0482732604120003,0.1211585551925836,0.8305681843954159,0.8305681843954159,0.7094096292028323,1,0,e5_logreg,diversity,62
958,0001227654_2024_4,17,"remediation efforts and status of material weaknesses the material weaknesses identified as of september 30, 2024, noted above were not remediated and the company determined there were inadequate controls in place to conduct an effective risk assessment process or to effectively identify and assess the controls necessary to ensure reliable information used in financial reporting.",remediation efforts and status of material weaknesses the material weaknesses identified as of <month> <num> <year> noted above were not remediated and the company determined there were inadequate controls in place to conduct an effective risk assessment process or to effectively identify and assess the controls necessary to ensure reliable information used in financial reporting,2024-09-30,1227654,kpmg llp’s report is included elsewhere in this form 10-k.,kpmg llp s report is included elsewhere in this form <num> k,382,0,0,REMEDIATION,0,other,0,1,0,False,True,17.0,0,0,trainval,OTHER,0.4892229525875193,0.0034077345337197,0.5073693128787609,0.5073693128787609,0.0181463602912415,1,0,e5_logreg,margin,63
961,0001227654_2024_4,20,"we will monitor the effectiveness of our remediation measures in connection with our future assessments of the effectiveness of internal control over financial reporting and disclosure controls and procedures, and we will make any changes to the design of our plan and take such other actions that we deem appropriate given the circumstances.",we will monitor the effectiveness of our remediation measures in connection with our future assessments of the effectiveness of internal control over financial reporting and disclosure controls and procedures and we will make any changes to the design of our plan and take such other actions that we deem appropriate given the circumstances,2024-09-30,1227654,"remediation will not occur until the plan is implemented, the applicable controls have operated for a sufficient period of time and management has concluded, through testing, that the controls are designed and operating effectively.",remediation will not occur until the plan is implemented the applicable controls have operated for a sufficient period of time and management has concluded through testing that the controls are designed and operating effectively,340,0,0,REMEDIATION,0,other,0,1,0,False,True,17.0,0,0,trainval,OTHER,0.0046817709248996,0.4747510046611529,0.5205672244139476,0.5205672244139476,0.0458162197527947,1,0,e5_logreg,margin,64
966,0000799850_2025_4,11,"further, the company completed the acquisition of texas auto center on june 3, 2024.",further the company completed the acquisition of texas auto center on <month> <num> <year>,2025-04-30,799850,"this material weakness existed as of april 30, 2024 and each interim reporting period during fiscal years 2025 and 2024 and resulted in the restatement of previously issued financial statements to include the required disclosures regarding contract modifications made to borrowers experiencing financial difficulty.",this material weakness existed as of <month> <num> <year> and each interim reporting period during fiscal years <year> and <year> and resulted in the restatement of previously issued financial statements to include the required disclosures regarding contract modifications made to borrowers experiencing financial difficulty,90,1,0,OTHER,0,background,0,0,0,False,False,16.0,0,1,trainval,OTHER,0.0287284304768837,0.2702788530603049,0.7009927164628112,0.7009927164628112,0.4307138634025063,1,0,e5_logreg,disagreement,65
967,0000799850_2025_4,12,the scope of management’s assessment of the effectiveness of the company’s internal control over financial reporting did not include the internal controls over financial reporting of texas auto center.,the scope of management s assessment of the effectiveness of the company s internal control over financial reporting did not include the internal controls over financial reporting of texas auto center,2025-04-30,799850,"further, the company completed the acquisition of texas auto center on june 3, 2024.",further the company completed the acquisition of texas auto center on <month> <num> <year>,200,0,0,OTHER,0,background,0,0,0,False,False,16.0,0,1,trainval,ISSUE,0.4938260027600341,0.0212489551276534,0.4849250421123125,0.4938260027600341,0.0089009606477215,1,0,e5_logreg,margin,66
1008,0000798081_2009_4,30,this function was previously performed by outside accountants in china.,this function was previously performed by outside accountants in china,2009-01-31,798081,"effective in full at october 31, 2008, management has taken primary responsibility to prepare the us gaap financial reporting based on china gaap financial statements.",effective in full at <month> <num> <year> management has taken primary responsibility to prepare the us gaap financial reporting based on china gaap financial statements,70,1,1,REMEDIATION,0,other,0,1,0,False,False,13.0,0,0,trainval,REMEDIATION,0.2802395313282014,0.4840374213749746,0.2357230472968239,0.4840374213749746,0.2037978900467731,1,0,e5_logreg,diversity,67
1018,0001129633_2015_4,11,"in addition, the following material weaknesses in internal control over financial reporting have been identified and included in management’s assessment as of december 31, 2015.",in addition the following material weaknesses in internal control over financial reporting have been identified and included in management s assessment as of <month> <num> <year>,2015-12-31,1129633,"management has concluded that as of december 31, 2015, the material weaknesses in internal control over financial reporting described below have not been fully remediated due to insufficient time to fully implement and assess the design and operating effectiveness of the related controls.",management has concluded that as of <month> <num> <year> the material weaknesses in internal control over financial reporting described below have not been fully remediated due to insufficient time to fully implement and assess the design and operating effectiveness of the related controls,178,0,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,OTHER,0.4829852654250464,0.0097022988720773,0.5073124357028762,0.5073124357028762,0.0243271702778297,1,0,e5_logreg,margin,68
1027,0001129633_2015_4,28,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations.,ineffective controls over the processing of journal entries and the preparation and review of account reconciliations,2015-12-31,1129633,"as of december 31, 2015, the company completed its remediation initiatives related to the following previously identified material weaknesses in the below list of categories.",as of <month> <num> <year> the company completed its remediation initiatives related to the following previously identified material weaknesses in the below list of categories,117,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,ISSUE,0.9566833584089104,0.0334556886185498,0.0098609529725395,0.9566833584089104,0.9232276697903606,0,1,e5_logreg,diversity,69
1033,0001129633_2015_4,35,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,insufficient complement of personnel with a level of u.s.,insufficient complement of personnel with a level of u s,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0062527495293253,0.2697630544707751,0.7239841959998996,0.7239841959998996,0.4542211415291245,1,0,e5_logreg,diversity,70
1041,0001129633_2015_4,43,&#9702; designed and implemented controls over the reliability of data used in the assumption setting process.,<year> designed and implemented controls over the reliability of data used in the assumption setting process,2015-12-31,1129633,"&#9702; designed and implemented controls over the assumption setting process, including risk assessment, peer review and governance controls.",<year> designed and implemented controls over the assumption setting process including risk assessment peer review and governance controls,108,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,REMEDIATION,0.2161375370880142,0.7166434083735069,0.0672190545384787,0.7166434083735069,0.5005058712854926,1,0,e5_logreg,diversity,71
1051,0001129633_2015_4,53,&#9702; implemented controls over identification and measurement of impaired investments.,<year> implemented controls over identification and measurement of impaired investments,2015-12-31,1129633,"principally, the remediation efforts included.",principally the remediation efforts included,87,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,OTHER,0.2468696364309383,0.3635560786036484,0.3895742849654132,0.3895742849654132,0.0260182063617647,1,0,e5_logreg,margin,72
1069,0001129633_2015_4,71,gaap accounting for complex reinsurance transactions at inception.,gaap accounting for complex reinsurance transactions at inception,2015-12-31,1129633,"ineffective controls over the analysis, documentation and review of the u.s.",ineffective controls over the analysis documentation and review of the u s,65,1,0,REMEDIATION,0,other,0,1,0,False,False,9.0,0,0,test,REMEDIATION,0.3488637596955776,0.3606355766050799,0.2905006636993424,0.3606355766050799,0.0117718169095022,1,0,e5_logreg,margin,73
1086,0001129633_2015_4,88,"principally, the remediation efforts included.",principally the remediation efforts included,2015-12-31,1129633,"ineffective controls over the granting, removing and reviewing access to ensure appropriate segregation of duties and restricted access to programs and data.",ineffective controls over the granting removing and reviewing access to ensure appropriate segregation of duties and restricted access to programs and data,44,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.0062527495293253,0.2697630544707751,0.7239841959998996,0.7239841959998996,0.4542211415291245,1,0,e5_logreg,random,74
1100,0001129633_2015_4,103,"gaap and public accounting and controls experience to assist in valuation, performance and ongoing training of actuarial related control activities and to lead remediation initiatives.",gaap and public accounting and controls experience to assist in valuation performance and ongoing training of actuarial related control activities and to lead remediation initiatives,2015-12-31,1129633,developed a cross-functional team which partners actuarial valuation with actuarial accounting and hired or repositioned key accounting and actuarial personnel with extensive u.s.,developed a cross functional team which partners actuarial valuation with actuarial accounting and hired or repositioned key accounting and actuarial personnel with extensive u s,182,0,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,REMEDIATION,0.0135571992828114,0.7586888024902425,0.227753998226946,0.7586888024902425,0.5309348042632965,1,0,e5_logreg,random,75
1116,0001129633_2015_4,119,actuarial finance and valuation will take additional time and resources to remediate due to the complexity and nature of the products.,actuarial finance and valuation will take additional time and resources to remediate due to the complexity and nature of the products,2015-12-31,1129633,we anticipate devoting significant resources toward our remediation efforts described above in order to make substantial progress in the remediation of our material weaknesses.,we anticipate devoting significant resources toward our remediation efforts described above in order to make substantial progress in the remediation of our material weaknesses,133,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,ISSUE,0.6592540206411193,0.2542433128132463,0.0865026665456344,0.6592540206411193,0.4050107078278729,0,1,e5_logreg,disagreement,76
1119,0001129633_2015_4,127,"risk factors”, these material weaknesses have not been fully remediated as of the filing date of this form 10-k.",risk factors these material weaknesses have not been fully remediated as of the filing date of this form <num> k,2015-12-31,1129633,as described above and in “item 1a.,as described above and in item 1a,112,1,0,REMEDIATION,0,other,0,1,0,False,True,9.0,0,0,test,OTHER,0.3353718198763935,0.0067313026140887,0.6578968775095176,0.6578968775095176,0.3225250576331241,1,0,e5_logreg,diversity,77
