row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_ISSUE,prob_REMEDIATION,prob_OTHER,prob_max,margin_top2,review_flag,auto_accept,model_version,selection_reason,priority_rank,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
1288,0001296205_2016_4,15,remediation plan we will execute the following steps in 2017 to remediate the aforementioned material weaknesses in our internal control over financial reporting.,remediation plan we will execute the following steps in <year> to remediate the aforementioned material weaknesses in our internal control over financial reporting,2016-12-31,1296205,"changes in internal control over financial reporting except for the identification of the material weakness noted above during the fourth quarter, there were no changes in our internal control over financial reporting that occurred during the fourth quarter that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",changes in internal control over financial reporting except for the identification of the material weakness noted above during the fourth quarter there were no changes in our internal control over financial reporting that occurred during the fourth quarter that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,163,0,0,REMEDIATION,0,other,0,1,0,False,True,14.0,0,0,trainval,REMEDIATION,0.092218735593218,0.4712885474775229,0.4364927169292591,0.4712885474775229,0.0347958305482638,1,0,e5_logreg,margin,80,OTHER,0,1,other,codex_round2_final,guideline_v1_1_round2_final,lead-in header for planned steps
1353,0000835011_2006_4,38,these practices could result in unauthorized or undocumented purchases.,these practices could result in unauthorized or undocumented purchases,2006-06-30,835011,"our personnel have sometimes failed to use or maintain required requisition forms in the purchase of maintenance, electrical and chemical type items.",our personnel have sometimes failed to use or maintain required requisition forms in the purchase of maintenance electrical and chemical type items,70,1,1,ISSUE,0,other,1,0,0,False,False,43.0,0,0,test,ISSUE,0.5998694671765458,0.0920369003568532,0.308093632466601,0.5998694671765458,0.2917758347099448,0,1,e5_logreg,disagreement,83,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1354,0000835011_2006_4,39,"certain of the aforementioned significant deficiencies (items 2, 3, 5 (to the extent related to annual inventories in atchison) and 6) were disclosed in our previous fiscal year 10k report dated june 30, 2005.",certain of the aforementioned significant deficiencies items <num> <num> <num> to the extent related to annual inventories in atchison and <num> were disclosed in our previous fiscal year 10k report dated <month> <num> <year>,2006-06-30,835011,these practices could result in unauthorized or undocumented purchases.,these practices could result in unauthorized or undocumented purchases,225,0,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,test,ISSUE,0.5485962430897976,0.0076795328273288,0.4437242240828735,0.5485962430897976,0.104872019006924,1,0,e5_logreg,disagreement,84,OTHER,0,0,background,codex_round2_final,guideline_v1_1_round2_final,historical disclosure status
1362,0000835011_2006_4,47,management was unable to fully implement this remediation activity for fiscal year 2006.,management was unable to fully implement this remediation activity for fiscal year <year>,2006-06-30,835011,· management had proposed to document procedures that persons taking inventory should follow and require verification by a person not involved in the inventory activity to ensure that inventory adjustments are properly reflected in reports relating to inventory.,management had proposed to document procedures that persons taking inventory should follow and require verification by a person not involved in the inventory activity to ensure that inventory adjustments are properly reflected in reports relating to inventory,89,1,0,REMEDIATION,0,other,0,1,0,False,True,43.0,0,0,test,ISSUE,0.5107119285598364,0.0048820287036878,0.4844060427364757,0.5107119285598364,0.0263058858233606,1,0,e5_logreg,margin,85,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,unable to fully implement remediation
1365,0000835011_2006_4,50,"if we conclude that the other corrective actions outlined in “remedies” below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison, we may not take this step at this time.",if we conclude that the other corrective actions outlined in remedies below satisfactorily address the issues involved with the safeguarding and security of our stockroom inventories in atchison we <month> not take this step at this time,2006-06-30,835011,"we are still in the process of evaluating this process, which involves multiple steps including the sale of an existing off-site facility and the acquisition and construction of a new on-site central stockroom facility.",we are still in the process of evaluating this process which involves multiple steps including the sale of an existing off site facility and the acquisition and construction of a new on site central stockroom facility,237,0,0,REMEDIATION,0,other,0,1,0,False,True,43.0,0,0,test,ISSUE,0.4821566017051821,0.0665382760245731,0.4513051222702447,0.4821566017051821,0.0308514794349373,1,0,e5_logreg,margin,86,OTHER,0,1,status,codex_round2_final,guideline_v1_1_round2_final,conditional remediation status referencing remedies below
1393,0000089089_2007_4,42,"high turnover within the accounting and finance function, which led to the extensive use of contract and temporary resources to prepare certain account reconciliations; and .",high turnover within the accounting and finance function which led to the extensive use of contract and temporary resources to prepare certain account reconciliations and,2007-12-31,89089,inadequate policies and procedures in place to effectively reconcile general ledger accounts to supporting detail; .,inadequate policies and procedures in place to effectively reconcile general ledger accounts to supporting detail,170,0,0,REMEDIATION,0,other,0,1,0,False,False,25.0,0,0,test,ISSUE,0.5387869432911659,0.4297667299150718,0.0314463267937621,0.5387869432911659,0.109020213376094,1,0,e5_logreg,disagreement,87,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1471,0000216039_2008_4,12,these actions are reasonably likely to materially affect our internal control over financial reporting.,these actions are reasonably likely to materially affect our internal control over financial reporting,2008-12-31,216039,"however, because many of the remedial actions we have undertaken are very recent and because they relate, in part, to the hiring of additional personnel and many of the controls in our system of internal controls rely extensively on manual review and approval, the successful operation of these controls for, at least, several fiscal quarters may be required prior to management being able to conclude that the material weakness has been eliminated.",however because many of the remedial actions we have undertaken are very recent and because they relate in part to the hiring of additional personnel and many of the controls in our system of internal controls rely extensively on manual review and approval the successful operation of these controls for at least several fiscal quarters <month> be required prior to management being able to conclude that the material weakness has been eliminated,102,1,1,REMEDIATION,0,other,0,1,0,False,False,1.0,0,0,trainval,ISSUE,0.4302525382292857,0.1512651155081546,0.4184823462625597,0.4302525382292857,0.011770191966726,1,0,e5_logreg,margin,91,OTHER,0,0,effect,codex_round2_final,guideline_v1_1_round2_final,effect of actions on ICFR
1473,0000216039_2008_4,14,"during fiscal year 2008, we continued our remediation with respect to our previously disclosed material weakness related to stock based compensation as well as remediation efforts related to the material weakness discussed above.",during fiscal year <year> we continued our remediation with respect to our previously disclosed material weakness related to stock based compensation as well as remediation efforts related to the material weakness discussed above,2008-12-31,216039,"changes in internal control over financial reporting management has evaluated, with the participation of our interim chief executive officer and chief financial officer, whether any changes in our internal control over financial reporting that occurred during our last fiscal quarter have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",changes in internal control over financial reporting management has evaluated with the participation of our interim chief executive officer and chief financial officer whether any changes in our internal control over financial reporting that occurred during our last fiscal quarter have materially affected or are reasonably likely to materially affect our internal control over financial reporting,229,0,0,REMEDIATION,0,other,0,1,0,False,True,1.0,0,0,trainval,ISSUE,0.5467143815464517,0.1570258007532702,0.2962598177002781,0.5467143815464517,0.2504545638461735,0,1,e5_logreg,disagreement,92,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,continued remediation status
1475,0000850209_2009_4,4,"using the coso framework, the company’s management, including the ceo and cfo, evaluated the company’s internal control over financial reporting.",using the coso framework the company s management including the ceo and cfo evaluated the company s internal control over financial reporting,2009-01-31,850209,,,141,0,0,OTHER,0,background,0,0,0,False,False,12.0,0,1,trainval,OTHER,0.0488722327477693,0.4620772252975058,0.4890505419547248,0.4890505419547248,0.026973316657219,1,0,e5_logreg,margin,93,OTHER,0,0,background,codex_round2_final,guideline_v1_1_round2_final,COSO evaluation background
1520,0000315545_2016_4,6,"in general, our controls and procedures are designed to provide reasonable assurance that our control system’s objective will be met, and our principal executive officer and principal financial officer has concluded that our disclosure controls and procedures are not effective at the reasonable assurance level.",in general our controls and procedures are designed to provide reasonable assurance that our control system s objective will be met and our principal executive officer and principal financial officer has concluded that our disclosure controls and procedures are not effective at the reasonable assurance level,2016-12-31,315545,"evaluation of disclosure controls and procedures management, with the participation of our principal executive officer and principal financial officer, carried out an evaluation of the effectiveness of the design and operation of our disclosure controls and procedures, as defined in rules 13a-15. and 15d-15. under the exchange act.",evaluation of disclosure controls and procedures management with the participation of our principal executive officer and principal financial officer carried out an evaluation of the effectiveness of the design and operation of our disclosure controls and procedures as defined in rules 13a <num> and 15d <num> under the exchange act,309,0,0,OTHER,0,background,0,0,0,True,False,43.0,0,1,trainval,ISSUE,0.5369709052128141,0.1558533184375135,0.3071757763496724,0.5369709052128141,0.2297951288631416,0,1,e5_logreg,disagreement,95,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1524,0000315545_2016_4,22,"management’s review of the year’s activities in combination with its assessment of internal controls at december 31, 2016 identified the below-described material weaknesses.",management s review of the year s activities in combination with its assessment of internal controls at <month> <num> <year> identified the below described material weaknesses,2016-12-31,315545,"marcum llp has issued an attestation report on our internal control over financial reporting as of december 31, 2016, which is set forth below.",marcum llp has issued an attestation report on our internal control over financial reporting as of <month> <num> <year> which is set forth below,175,0,0,OTHER,0,background,0,0,0,False,False,43.0,0,1,trainval,ISSUE,0.5791131450159942,0.0456832191400536,0.3752036358439521,0.5791131450159942,0.2039095091720421,0,1,e5_logreg,disagreement,96,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1558,0001376339_2019_4,16,the company identified material weaknesses corresponding to the control environment and control activities components of internal control as defined by coso as described below.,the company identified material weaknesses corresponding to the control environment and control activities components of internal control as defined by coso as described below,2019-12-31,1376339,management has reported to the audit committee the status of these remediation actions.,management has reported to the audit committee the status of these remediation actions,175,0,0,REMEDIATION,0,other,0,1,0,False,False,12.0,0,0,test,ISSUE,0.553676294566765,0.1047475773321764,0.3415761281010585,0.553676294566765,0.2121001664657065,0,1,e5_logreg,disagreement,98,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1616,0001376339_2019_4,86,management developed a regular cadence for reporting the results of control testing to the board of directors of the company.,management developed a regular cadence for reporting the results of control testing to the board of directors of the company,2019-12-31,1376339,"management conducted required internal training courses over sarbanes-oxley regulations, the company's internal control over financial reporting program and documentation evidencing the operation of controls for company personnel and management involved in the execution of controls.",management conducted required internal training courses over sarbanes oxley regulations the company s internal control over financial reporting program and documentation evidencing the operation of controls for company personnel and management involved in the execution of controls,124,1,0,REMEDIATION,0,other,0,1,0,False,False,12.0,0,0,test,REMEDIATION,0.0200743077421557,0.4990967445831999,0.4808289476746443,0.4990967445831999,0.0182677969085555,1,0,e5_logreg,margin,99,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
1628,0000811830_2022_4,7,we will continue to evaluate the effectiveness of internal control over financial reporting as we complete the integration of pch.,we will continue to evaluate the effectiveness of internal control over financial reporting as we complete the integration of pch,2022-12-31,811830,"as permitted by sec guidance that an assessment of internal controls over financial reporting of a recently acquired business may be excluded from management's evaluation of disclosure controls and procedures for up to a year from the date of acquisition, we have excluded pch from management's reporting on internal control over financial reporting as of december 31, 2022.",as permitted by sec guidance that an assessment of internal controls over financial reporting of a recently acquired business <month> be excluded from management s evaluation of disclosure controls and procedures for up to a year from the date of acquisition we have excluded pch from management s reporting on internal control over financial reporting as of <month> <num> <year>,129,1,0,OTHER,0,background,0,0,0,False,False,,0,1,trainval,REMEDIATION,0.0063970815067742,0.5133636698319042,0.4802392486613215,0.5133636698319042,0.0331244211705826,1,0,e5_logreg,margin,100,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,ongoing evaluation during integration
47,0000910638_2007_4,8,"the remedial actions that we have taken to remedy such material weaknesses may be regarded as material changes in our internal control over financial reporting that have occurred since december 31, 2006.",the remedial actions that we have taken to remedy such material weaknesses <month> be regarded as material changes in our internal control over financial reporting that have occurred since <month> <num> <year>,2007-12-31,910638,"with the exception of our inventory as more fully discussed below, our management has concluded that the material weaknesses that we previously disclosed in our 2006 form 10-k and in other prior filings of our periodic reports under section 13. of the securities exchange act have been fully remedied as of december 31, 2007.",with the exception of our inventory as more fully discussed below our management has concluded that the material weaknesses that we previously disclosed in our <year> form <num> k and in other prior filings of our periodic reports under section <num> of the securities exchange act have been fully remedied as of <month> <num> <year>,209,0,0,REMEDIATION,0,other,0,1,0,False,True,6.0,0,0,test,OTHER,0.4027564091080124,0.0882652580642975,0.50897833282769,0.50897833282769,0.1062219237196775,1,0,e5_logreg,diversity,4,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,reports that remedial actions may be material changes
133,0001376339_2020_4,30,"with continued oversight from the audit committee, the company's management has designed and commenced implementing changes in processes and controls to remediate the material weaknesses described above and has improved the company's internal control over financial reporting as follows.",with continued oversight from the audit committee the company s management has designed and commenced implementing changes in processes and controls to remediate the material weaknesses described above and has improved the company s internal control over financial reporting as follows,2020-12-31,1376339,"the material weaknesses cannot be considered completely remediated until the applicable controls have operated for a sufficient period of time and management has concluded, through testing, that these controls are operating effectively.",the material weaknesses cannot be considered completely remediated until the applicable controls have operated for a sufficient period of time and management has concluded through testing that these controls are operating effectively,285,0,0,REMEDIATION,0,other,0,1,0,False,True,10.0,0,0,trainval,REMEDIATION,0.0264588759441718,0.908177210186054,0.0653639138697741,0.908177210186054,0.8428132963162799,0,1,e5_logreg,diversity,8,OTHER,0,1,other,codex_round2_final,guideline_v1_1_round2_final,summary lead-in ending with as follows
150,0001376339_2020_4,53,"these internal control deficiencies identified included (but were not limited to) the following. improvements to the financial close and reporting process, accounting for satisfaction of performance obligations related to revenue recognition, calculation of inventory costing and related accuracy of inventory, accounting for income taxes, 81 accurate calculation of stock-based compensation expense, timely review of consignment inventory and the development of quality estimates related to accrued expenses.",these internal control deficiencies identified included but were not limited to the following improvements to the financial close and reporting process accounting for satisfaction of performance obligations related to revenue recognition calculation of inventory costing and related accuracy of inventory accounting for income taxes <num> accurate calculation of stock based compensation expense timely review of consignment inventory and the development of quality estimates related to accrued expenses,2020-12-31,1376339,this review included the identification of internal control deficiencies and the development of remediation plans for each identified deficiency.,this review included the identification of internal control deficiencies and the development of remediation plans for each identified deficiency,503,0,1,REMEDIATION,0,other,0,1,0,False,False,10.0,0,0,trainval,REMEDIATION,0.4678261993301073,0.5120832229218722,0.0200905777480203,0.5120832229218722,0.0442570235917649,1,0,e5_logreg,margin,9,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,OCR-merged improvement list; action list dominates
266,0000922487_2007_4,20,the company hired a chief credit officer.,the company hired a chief credit officer,2007-12-31,922487,this division is responsible for the management of impaired loans; .,this division is responsible for the management of impaired loans,40,1,0,REMEDIATION,0,other,0,1,0,False,False,4.0,0,0,trainval,OTHER,0.0400397122493271,0.4611481236385004,0.4988121641121724,0.4988121641121724,0.0376640404736719,1,0,e5_logreg,margin,12,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
281,0000850033_2014_4,10,the trust did not have internal controls to ensure that bp alaska paid royalties in compliance with the terms of the overriding royalty conveyance agreement.,the trust did not have internal controls to ensure that bp alaska paid royalties in compliance with the terms of the overriding royalty conveyance agreement,2014-12-31,850033,"based on the trustee’s evaluation under the coso criteria, the trustee identified a deficiency in its internal control over financial reporting that it considers to represent a “material weakness.”",based on the trustee s evaluation under the coso criteria the trustee identified a deficiency in its internal control over financial reporting that it considers to represent a material weakness,156,0,0,OTHER,0,background,0,0,0,False,False,18.0,0,1,test,ISSUE,0.5168399520519408,0.010505094461768,0.4726549534862913,0.5168399520519408,0.0441849985656494,1,0,e5_logreg,margin,13,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
301,0000080035_2007_4,10,"based upon that assessment, management concluded that certain control deficiencies, some of which constituted a material weakness, existed in our internal control over financial reporting as of december 31, 2007.",based upon that assessment management concluded that certain control deficiencies some of which constituted a material weakness existed in our internal control over financial reporting as of <month> <num> <year>,2007-12-31,80035,"belos’ net sales, net income and total assets represent 2%, 0% and 7% of consolidated net sales, net income and total assets respectively for the year ended and as of december 31, 2007.",belos net sales net income and total assets represent <num> <num> and <num> of consolidated net sales net income and total assets respectively for the year ended and as of <month> <num> <year>,211,0,0,OTHER,0,status,0,0,0,False,False,23.0,0,1,trainval,ISSUE,0.7131070192330039,0.0028523943663429,0.2840405864006532,0.7131070192330039,0.4290664328323507,0,1,e5_logreg,diversity,14,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
325,0001289945_2007_4,14,"in 2008, the company has moved from a combination of an employee and third party internal audit function to an outsourced third party internal audit function.",in <year> the company has moved from a combination of an employee and third party internal audit function to an outsourced third party internal audit function,2007-12-31,1289945,"changes in internal control over financial reporting there was no change in the company’s internal control over financial reporting that occurred during the company’s most recently completed fiscal quarter except as noted above under management’s remediation initiatives that has materially affected, or is reasonably likely to materially affect, the company’s internal control over financial reporting.",changes in internal control over financial reporting there was no change in the company s internal control over financial reporting that occurred during the company s most recently completed fiscal quarter except as noted above under management s remediation initiatives that has materially affected or is reasonably likely to materially affect the company s internal control over financial reporting,158,0,0,REMEDIATION,0,other,0,1,0,False,False,12.0,0,0,trainval,REMEDIATION,0.0605327538182622,0.4934014317464197,0.4460658144353179,0.4934014317464197,0.0473356173111018,1,0,e5_logreg,margin,16,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
357,0000914712_2018_4,18,"as necessary, outside legal and/or accounting advice will be obtained.",as necessary outside legal and or accounting advice will be obtained,2018-07-31,914712,"regular meetings with accounting staff and executive level officers involved and familiar with accounting issues related to complex, non-routine transactions will be held.",regular meetings with accounting staff and executive level officers involved and familiar with accounting issues related to complex non routine transactions will be held,68,1,0,REMEDIATION,0,other,0,1,0,False,False,15.0,0,0,trainval,REMEDIATION,0.0304194619232235,0.5076613630076633,0.4619191750691131,0.5076613630076633,0.0457421879385501,1,0,e5_logreg,margin,18,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
468,0001144519_2007_4,20,"other than the material weaknesses described above, there has been no change in our internal control over financial reporting during the fourth fiscal quarter ended december 31, 2007 that has materially affected, or is reasonably likely to materially affect, our internal control over financial reporting.",other than the material weaknesses described above there has been no change in our internal control over financial reporting during the fourth fiscal quarter ended <month> <num> <year> that has materially affected or is reasonably likely to materially affect our internal control over financial reporting,2007-12-31,1144519,"deloitte & touche llp, the independent registered public accounting firm that audited bunge limited's consolidated financial statements included in this annual report on form 10-k, have also issued an attestation report on internal control over financial reporting, which is included herein on page f-3.",deloitte touche llp the independent registered public accounting firm that audited bunge limited s consolidated financial statements included in this annual report on form <num> k have also issued an attestation report on internal control over financial reporting which is included herein on page f <num>,304,0,0,REMEDIATION,0,other,0,1,0,False,False,19.0,0,0,trainval,OTHER,0.4525230077918953,0.003927717327822,0.5435492748802826,0.5435492748802826,0.0910262670883872,1,0,e5_logreg,diversity,23,OTHER,0,0,status,codex_round2_final,guideline_v1_1_round2_final,no change in ICFR status sentence
491,0000067279_2013_4,13,"until the material weakness is remediated, we will continue to perform additional procedures to reasonably assure the reliability of financial reporting and the preparation of our consolidated financial statements contained in future periodic filings.",until the material weakness is remediated we will continue to perform additional procedures to reasonably assure the reliability of financial reporting and the preparation of our consolidated financial statements contained in future periodic filings,2013-12-31,67279,"accordingly, with the oversight of senior management and our audit committee, we have developed, and are currently implementing, a remediation plan for the material weakness described above.",accordingly with the oversight of senior management and our audit committee we have developed and are currently implementing a remediation plan for the material weakness described above,249,0,0,REMEDIATION,0,other,0,1,0,False,True,10.0,0,0,trainval,OTHER,0.1963186208826997,0.3795769013664662,0.4241044777508341,0.4241044777508341,0.0445275763843678,1,0,e5_logreg,margin,24,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
538,0001140098_2013_4,28,"for several years we had outsourced many accounting duties and the previous ceo acted as the company cfo as well; . · in november 2013, we hired a new corporate controller, who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff; and . · in december 2013, we engaged external advisors knowledgeable in many technical accounting matters, including derivatives to assist us in the interpretation of key technical accounting standards and associated interpretations and the determination of how to adequately apply such standards; .",for several years we had outsourced many accounting duties and the previous ceo acted as the company cfo as well in <month> <year> we hired a new corporate controller who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff and in <month> <year> we engaged external advisors knowledgeable in many technical accounting matters including derivatives to assist us in the interpretation of key technical accounting standards and associated interpretations and the determination of how to adequately apply such standards,2013-12-31,1140098,"management, with the input, oversight, and support of the audit committee has identified and taken the following steps, which management believes have corrected the material weakness described above subsequent to december 31, 2013. · in june 2013, we hired a new chief financial officer, who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff.",management with the input oversight and support of the audit committee has identified and taken the following steps which management believes have corrected the material weakness described above subsequent to <month> <num> <year> in <month> <year> we hired a new chief financial officer who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff,604,0,0,REMEDIATION,0,other,0,1,0,False,False,19.0,0,0,trainval,REMEDIATION,0.0983252146121987,0.7917990499448749,0.1098757354429263,0.7917990499448749,0.6819233145019485,0,1,e5_logreg,random,25,REMEDIATION,1,0,other,codex_round2_final,guideline_v1_1_round2_final,mixed issue history plus concrete hiring/advisor actions
548,0000890801_2005_4,14,that report appears below.,that report appears below,2005-12-31,890801,"as a result of the material weakness described above, management has concluded that we did not maintain effective internal control over financial reporting as of december 31, 2005 based upon the criteria set forth in coso’s internal control — integrated framework.",as a result of the material weakness described above management has concluded that we did not maintain effective internal control over financial reporting as of <month> <num> <year> based upon the criteria set forth in coso s internal control integrated framework,25,1,0,REMEDIATION,0,other,0,1,0,False,False,8.0,0,0,trainval,OTHER,0.0542100381228742,0.0445379683392467,0.901251993537879,0.901251993537879,0.8470419554150048,0,1,e5_logreg,diversity,26,OTHER,0,0,background,codex_round2_final,guideline_v1_1_round2_final,report placement/background sentence
561,0000899166_2007_4,15,we also received an unqualified audit report from our independent registered public accounting firm on those consolidated financial statements.,we also received an unqualified audit report from our independent registered public accounting firm on those consolidated financial statements,2007-12-31,899166,"despite our assessment that our system of internal control over financial reporting is ineffective and the list of material weaknesses identified above, we believe that our consolidated financial statements contained in this form 10-k filed with the sec fairly present our financial position, results of operations and cash flows for all years covered thereby in all material respects.",despite our assessment that our system of internal control over financial reporting is ineffective and the list of material weaknesses identified above we believe that our consolidated financial statements contained in this form <num> k filed with the sec fairly present our financial position results of operations and cash flows for all years covered thereby in all material respects,142,0,0,OTHER,0,attestation,0,1,1,False,False,2.0,0,0,trainval,ISSUE,0.5145908260269345,0.0118173971370873,0.4735917768359781,0.5145908260269345,0.0409990491909563,1,0,e5_logreg,margin,28,OTHER,0,0,attestation,codex_round2_final,guideline_v1_1_round2_final,audit report statement
626,0000317788_2016_4,36,implement information technology documentation and new controls that have an impact on financial reporting.,implement information technology documentation and new controls that have an impact on financial reporting,2016-03-31,317788,"continue to conduct formal training related to key accounting policies, internal controls, and sec compliance for all key personal which have a direct and indirect impact on the transactions underlying the financial statements.",continue to conduct formal training related to key accounting policies internal controls and sec compliance for all key personal which have a direct and indirect impact on the transactions underlying the financial statements,106,1,0,REMEDIATION,0,other,0,1,0,False,False,15.0,0,0,trainval,REMEDIATION,0.0687238424943024,0.8445098588642644,0.0867662986414331,0.8445098588642644,0.7577435602228313,0,1,e5_logreg,diversity,33,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
641,0000028823_2018_4,26,revoking the access to it systems of those individuals that were identified as inappropriate; .,revoking the access to it systems of those individuals that were identified as inappropriate,2018-12-31,28823,improving our timely written communication of changes in financial reporting and related controls affecting both business and financial users; .,improving our timely written communication of changes in financial reporting and related controls affecting both business and financial users,92,1,0,REMEDIATION,0,other,0,1,0,False,False,22.0,0,0,trainval,OTHER,0.2691086314526795,0.3426662469556545,0.3882251215916659,0.3882251215916659,0.0455588746360113,1,0,e5_logreg,margin,34,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
655,0000827054_2019_4,10,"total revenues excluded from our assessment of internal control over financial reporting represented approximately 28% of our consolidated revenues for the fiscal year ended march 31, 2019.",total revenues excluded from our assessment of internal control over financial reporting represented approximately <num> of our consolidated revenues for the fiscal year ended <month> <num> <year>,2019-03-31,827054,we have included the financial results of microsemi in our consolidated financial statements from the date of acquisition.,we have included the financial results of microsemi in our consolidated financial statements from the date of acquisition,196,0,0,OTHER,0,background,0,0,0,False,False,15.0,0,1,trainval,OTHER,0.290843825592139,0.0018951703067682,0.7072610041010926,0.7072610041010926,0.4164171785089535,1,0,e5_logreg,diversity,35,OTHER,0,0,background,codex_round2_final,guideline_v1_1_round2_final,scope exclusion/background sentence
726,0000891178_2005_4,28,"beginning in the fourth quarter of the period covered by this annual report on form 10-k and continuing in the first quarter of fiscal year 2006, the company’s management identified and executed the steps necessary to remediate the aforementioned material weakness, including.",beginning in the fourth quarter of the period covered by this annual report on form <num> k and continuing in the first quarter of fiscal year <year> the company s management identified and executed the steps necessary to remediate the aforementioned material weakness including,2005-12-31,891178,"the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form 10-k that have materially affected, or are reasonably likely to materially affect, our internal control over financial reporting.",the following changes in our internal control over financial reporting occurred during the fourth quarter of the period covered by this annual report on form <num> k that have materially affected or are reasonably likely to materially affect our internal control over financial reporting,278,0,0,REMEDIATION,0,other,0,1,0,False,True,26.0,0,0,trainval,OTHER,0.2053214877873881,0.3741722900303639,0.4205062221822479,0.4205062221822479,0.0463339321518839,1,0,e5_logreg,margin,39,OTHER,0,1,other,codex_round2_final,guideline_v1_1_round2_final,lead-in to remediation list ending with including
746,0000918958_2006_4,18,"we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of december 31, 2003 by $4.1 million and decreased our net income by $0.2 million and $0.4 million for the years ended december 31, 2005 and 2004, respectively, to correct these errors.",we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of <month> <num> <year> by $ <num> <num> million and decreased our net income by $ <num> <num> million and $ <num> <num> million for the years ended <month> <num> <year> and <year> respectively to correct these errors,2006-12-31,918958,"as a result of this material weakness, net income was overstated.",as a result of this material weakness net income was overstated,347,0,0,OTHER,1,effect,1,1,0,False,False,9.0,1,0,trainval,ISSUE,0.8312700280865329,0.0355113953943435,0.1332185765191236,0.8312700280865329,0.6980514515674093,0,1,e5_logreg,diversity,40,ISSUE,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
802,0001754195_2023_4,24,a leadership resource to lead internal controls efforts; and .,a leadership resource to lead internal controls efforts and,2023-12-31,1754195,additions to our cost accounting team with appropriate technical knowledge to support inventory accounting requirements; .,additions to our cost accounting team with appropriate technical knowledge to support inventory accounting requirements,59,1,0,REMEDIATION,0,other,0,1,0,False,False,8.0,0,0,trainval,OTHER,0.0074087712085846,0.4774618882427301,0.5151293405486852,0.5151293405486852,0.037667452305955,1,0,e5_logreg,margin,43,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
826,0000933974_2019_4,26,"the remediation actions in the brooks life sciences segment are expected to include. implementing a new billing system and enterprise resource planning system (erp) which will reduce the complexity of this billing process, (ii) improving the oversight of the accuracy of invoice processing and (iii) improving process documentation and training related to the billing and oversight process.",the remediation actions in the brooks life sciences segment are expected to include implementing a new billing system and enterprise resource planning system erp which will reduce the complexity of this billing process ii improving the oversight of the accuracy of invoice processing and iii improving process documentation and training related to the billing and oversight process,2019-09-30,933974,"management has been implementing and continues to implement measures to ensure that the control deficiencies contributing to the material weaknesses are remediated, such that these controls are implemented and operating effectively.",management has been implementing and continues to implement measures to ensure that the control deficiencies contributing to the material weaknesses are remediated such that these controls are implemented and operating effectively,381,0,0,REMEDIATION,0,other,0,1,0,False,True,23.0,0,0,trainval,REMEDIATION,0.040290562819107,0.92968238863993,0.0300270485409628,0.92968238863993,0.8893918258208231,0,1,e5_logreg,diversity,44,REMEDIATION,0,0,other,codex_round2_final,guideline_v1_1_round2_final,
