row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,sampling_bucket,is_boundary_case,legacy_suggested_label,legacy_suggested_mixed_ab,legacy_suggested_needs_context,legacy_suggested_c_subtype,label_main_pass2,flag_mixed_ab_pass2,flag_needs_context_pass2,c_subtype_pass2,annotator,note,label_version,blind_pass_order,label_main_pass1,flag_mixed_ab_pass1,flag_needs_context_pass1,c_subtype_pass1,label_changed,mixed_changed,needs_changed,subtype_changed,has_any_disagreement,disagreement_type
193,0000828146_2005_4,9,"these weaknesses resulted in adjustments in accounts receivable and allowance for doubtful accounts, sales return reserves, prepaid expenses and other assets, accounts payable, stockholders' equity and due from stockholders.",these weaknesses resulted in adjustments in accounts receivable and allowance for doubtful accounts sales return reserves prepaid expenses and other assets accounts payable stockholders equity and due from stockholders,2005-12-31,828146,this conclusion was reached based on the identification of material weaknesses described below. o certain weaknesses were identified related to the closing and financial reporting of our quarterly and annual financial statements.,this conclusion was reached based on the identification of material weaknesses described below o certain weaknesses were identified related to the closing and financial reporting of our quarterly and annual financial statements,218,0,1,ISSUE,0,other,1,0,0,False,False,14.0,0,0,test,legacy_issue_only,1,ISSUE,0,1,other,ISSUE,0,0,,codex_pass2,,guideline_v1_round1_pass2,33,ISSUE,0,0,,False,False,False,False,False,none
912,0000077281_2021_4,25,"72 management believes that its ongoing remediation efforts to design, implement, and enhance precision of management review controls and ensure reliability of information used in the controls will reduce the risk that a material misstatement to the consolidated financial statements would not be prevented or detected on a timely basis.",<num> management believes that its ongoing remediation efforts to design implement and enhance precision of management review controls and ensure reliability of information used in the controls will reduce the risk that a material misstatement to the consolidated financial statements would not be prevented or detected on a timely basis,2021-12-31,77281,development of processes and procedures to enhance the precision of management review of financial statement information including implementation of an automated workflow for manual journal entry review and posting.,development of processes and procedures to enhance the precision of management review of financial statement information including implementation of an automated workflow for manual journal entry review and posting,337,0,0,OTHER,1,effect,1,1,0,False,True,12.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,0,effect,REMEDIATION,0,0,,codex_pass2,,guideline_v1_round1_pass2,34,REMEDIATION,0,0,,False,False,False,False,False,none
1222,0001056794_2007_4,17,"evaluation of and revision as needed, of calculations used in the preparation of accounts receivable, warranty, and excess and obsolete inventory reserves that fully consider the impact of changing trends in our revenues, outstanding ar balances and excess and obsolete inventory movement, and increased supervision and review over other judgmental and complex processes and transactions.",evaluation of and revision as needed of calculations used in the preparation of accounts receivable warranty and excess and obsolete inventory reserves that fully consider the impact of changing trends in our revenues outstanding ar balances and excess and obsolete inventory movement and increased supervision and review over other judgmental and complex processes and transactions,2007-06-30,1056794,controls over judgmental and complex processes and transactions were inadequate resulting in insufficient control over financial reporting.,controls over judgmental and complex processes and transactions were inadequate resulting in insufficient control over financial reporting,382,0,0,OTHER,1,effect,1,1,0,False,False,16.0,1,0,test,legacy_issue_and_remediation,1,OTHER,1,0,effect,REMEDIATION,0,0,,codex_pass2,,guideline_v1_round1_pass2,35,REMEDIATION,0,0,,False,False,False,False,False,none
311,0000080035_2007_4,23,"none of the adjustments mentioned above are considered individually material to the 2007 consolidated financial statements; however, this material weakness, if not remediated, has the potential to cause a material misstatement.",none of the adjustments mentioned above are considered individually material to the <year> consolidated financial statements however this material weakness if not remediated has the potential to cause a material misstatement,2007-12-31,80035,the lack of review and sufficient evaluation and documentation of certain assumptions and source data contributed to a goodwill impairment adjustment.,the lack of review and sufficient evaluation and documentation of certain assumptions and source data contributed to a goodwill impairment adjustment,224,0,0,OTHER,1,background,1,1,0,False,True,23.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,0,background,ISSUE,0,0,,codex_pass2,,guideline_v1_round1_pass2,36,ISSUE,0,0,,False,False,False,False,False,none
1175,0000929940_2007_4,34,"these adjustments caused changes in the valuation of accounts and installments receivable, unbilled receivables, accrued expenses, deferred revenue, revenue, general and administrative expenses and interest income.",these adjustments caused changes in the valuation of accounts and installments receivable unbilled receivables accrued expenses deferred revenue revenue general and administrative expenses and interest income,2007-06-30,929940,"specifically, our controls did not ensure that . accurate and complete information as to our ability to collect outstanding installment and accounts receivables is captured and used to record sufficient provisions for doubtful accounts; . interest income on installment receivables is appropriately classified within the statement of operations; . credits and adjustments for sales and withholding taxes are properly recorded; and . professional services delivered but not billed are properly presented in the balance sheet.",specifically our controls did not ensure that accurate and complete information as to our ability to collect outstanding installment and accounts receivables is captured and used to record sufficient provisions for doubtful accounts interest income on installment receivables is appropriately classified within the statement of operations credits and adjustments for sales and withholding taxes are properly recorded and professional services delivered but not billed are properly presented in the balance sheet,208,0,1,ISSUE,0,other,1,0,0,False,False,37.0,0,0,trainval,legacy_issue_only,1,ISSUE,0,1,other,OTHER,0,0,effect,codex_pass2,effect statement rather than direct issue/action,guideline_v1_round1_pass2,37,ISSUE,0,0,,True,False,False,True,True,ISSUE->OTHER
1500,0000790703_2013_4,29,"as a result of this control deficiency, we failed to detect on a timely basis the improper manual journal entries in the three subsidiaries referred to above that represent the most significant portion of the errors corrected by the restatement.",as a result of this control deficiency we failed to detect on a timely basis the improper manual journal entries in the three subsidiaries referred to above that represent the most significant portion of the errors corrected by the restatement,2013-01-31,790703,we also had a similar weakness in two subsidiaries in latin america representing approximately 1% of our consolidated net sales in fiscal 2013.,we also had a similar weakness in two subsidiaries in latin america representing approximately <num> of our consolidated net sales in fiscal <year>,243,0,1,ISSUE,0,other,1,0,0,False,False,39.0,0,0,test,legacy_issue_only,1,ISSUE,0,1,other,ISSUE,0,0,,codex_pass2,,guideline_v1_round1_pass2,38,ISSUE,0,0,,False,False,False,False,False,none
1031,0001129633_2015_4,32,&#9702; the company made revisions to the balance sheet account reconciliation policy to better align the reconciliation controls with the risks that the company identified both in the financial statements and the reconciliation process.,<year> the company made revisions to the balance sheet account reconciliation policy to better align the reconciliation controls with the risks that the company identified both in the financial statements and the reconciliation process,2015-12-31,1129633,&#9702; designed and implemented new controls and enhanced existing controls in multiple processes that are part of the financial close and recording of journal entries that include levels of review at the appropriate precision and by personnel with the appropriate experience.,<year> designed and implemented new controls and enhanced existing controls in multiple processes that are part of the financial close and recording of journal entries that include levels of review at the appropriate precision and by personnel with the appropriate experience,235,0,0,OTHER,1,background,1,1,0,False,False,9.0,1,0,test,legacy_issue_and_remediation,1,OTHER,1,0,background,REMEDIATION,0,0,,codex_pass2,,guideline_v1_round1_pass2,39,REMEDIATION,0,0,,False,False,False,False,False,none
1158,0000929940_2007_4,15,"these adjustments resulted in changes to assets, liabilities, stockholders' equity, revenues and expenses.",these adjustments resulted in changes to assets liabilities stockholders equity revenues and expenses,2007-06-30,929940,"specifically, we did not have adequate controls and procedures with respect to the . accounting for complex non-routine transactions, including the accounting for transfers of installment and accounts receivable as discussed below; . sufficient personnel with an appropriate level of technical accounting knowledge, experience, and training; . review of manual journal entries recorded; . timely preparation and review of period-end account analyses and timely disposition of any required adjustments; . proper consolidation and accounting for all intercompany activities including those denominated in local currencies; and . timely reconciliation and recording of stock-based awards.",specifically we did not have adequate controls and procedures with respect to the accounting for complex non routine transactions including the accounting for transfers of installment and accounts receivable as discussed below sufficient personnel with an appropriate level of technical accounting knowledge experience and training review of manual journal entries recorded timely preparation and review of period end account analyses and timely disposition of any required adjustments proper consolidation and accounting for all intercompany activities including those denominated in local currencies and timely reconciliation and recording of stock based awards,101,1,1,ISSUE,0,other,1,0,0,False,False,37.0,0,0,trainval,legacy_issue_only,1,ISSUE,0,1,other,OTHER,0,0,effect,codex_pass2,effect statement rather than direct issue/action,guideline_v1_round1_pass2,40,ISSUE,0,0,,True,False,False,True,True,ISSUE->OTHER
1424,0000918251_2019_4,15,"the deficiencies resulted in the recording of immaterial adjustments in the fiscal year ended march 31, 2019.",the deficiencies resulted in the recording of immaterial adjustments in the fiscal year ended <month> <num> <year>,2019-03-31,918251,"as a result of the lack of technical accounting resources, we were unable to remediate the deficiencies at d&v prior to march 31, 2019.",as a result of the lack of technical accounting resources we were unable to remediate the deficiencies at d v prior to <month> <num> <year>,114,1,0,OTHER,1,effect,1,1,0,False,False,14.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,0,effect,OTHER,0,0,effect,codex_pass2,effect statement rather than direct issue/action,guideline_v1_round1_pass2,41,ISSUE,0,0,,True,False,False,True,True,ISSUE->OTHER
1227,0001087934_2014_4,13,"until remediated, further adjustments are possible.",until remediated further adjustments are possible,2014-12-31,1087934,"this material weakness resulted in a restatement to sales tax liability that on a cumulative basis was $3.4 million as of september 30, 2014.",this material weakness resulted in a restatement to sales tax liability that on a cumulative basis was $ <num> <num> million as of <month> <num> <year>,49,1,0,OTHER,1,background,1,1,0,False,True,13.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,0,background,OTHER,0,1,other,codex_pass2,fragmentary impact sentence; needs surrounding remediation context,guideline_v1_round1_pass2,42,OTHER,0,1,other,False,False,False,False,False,none
1459,0000944765_2006_4,30,these deficiencies resulted in more than a remote likelihood that a material misstatement of our annual or interim financial statements would not be prevented or detected and contributed to the revenue recognition deficiency described above.,these deficiencies resulted in more than a remote likelihood that a material misstatement of our annual or interim financial statements would not be prevented or detected and contributed to the revenue recognition deficiency described above,2006-12-31,944765,"as a result, controls over the access to, and completeness, accuracy and validity of transactions processed through and reports generated from our accounting system were not designed appropriately or did not operate as designed.",as a result controls over the access to and completeness accuracy and validity of transactions processed through and reports generated from our accounting system were not designed appropriately or did not operate as designed,240,0,1,OTHER,1,effect,1,1,0,False,False,15.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,1,effect,ISSUE,0,0,,codex_pass2,,guideline_v1_round1_pass2,43,ISSUE,0,0,,False,False,False,False,False,none
181,0001401257_2017_4,7,"this control deficiency resulted in an adjustment to the gain realized upon the consolidation of global tubing, llc.",this control deficiency resulted in an adjustment to the gain realized upon the consolidation of global tubing llc,2017-12-31,1401257,"specifically, our review procedures over the development and application of inputs, assumptions, and calculations used in fair value measurements associated with business combinations and goodwill impairment testing did not operate at an appropriate level of precision commensurate with our financial reporting requirements.",specifically our review procedures over the development and application of inputs assumptions and calculations used in fair value measurements associated with business combinations and goodwill impairment testing did not operate at an appropriate level of precision commensurate with our financial reporting requirements,114,1,1,ISSUE,0,other,1,0,0,False,False,16.0,0,0,trainval,legacy_issue_only,1,ISSUE,0,1,other,OTHER,0,0,effect,codex_pass2,effect statement rather than direct issue/action,guideline_v1_round1_pass2,44,ISSUE,0,0,,True,False,False,True,True,ISSUE->OTHER
92,0001050446_2014_4,13,"although no adjustment was required to our consolidated financial statements, management concluded that there is a reasonable possibility that a material misstatement could occur in consulting revenue and travel and entertainment expenses in the consolidated financial statements if the control deficiency was not remediated.",although no adjustment was required to our consolidated financial statements management concluded that there is a reasonable possibility that a material misstatement could occur in consulting revenue and travel and entertainment expenses in the consolidated financial statements if the control deficiency was not remediated,2014-12-31,1050446,"the company had a failure of the operating effectiveness of a monitoring control designed to ensure that the company obtains evidence of the design and operating effectiveness of the automated transaction level controls related to a third-party service organization’s cloud-based professional services automation system used to track billable time and expenses and internal business travel and entertainment expenses (information), and the related general information technology controls intended to prevent unauthorized system access and inappropriate change management to the cloud-based professional services automation system and information contained within.",the company had a failure of the operating effectiveness of a monitoring control designed to ensure that the company obtains evidence of the design and operating effectiveness of the automated transaction level controls related to a third party service organization s cloud based professional services automation system used to track billable time and expenses and internal business travel and entertainment expenses information and the related general information technology controls intended to prevent unauthorized system access and inappropriate change management to the cloud based professional services automation system and information contained within,323,0,0,OTHER,1,background,1,1,0,False,True,13.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,0,background,OTHER,1,0,other,codex_pass2,mixed problem and remediation in one sentence,guideline_v1_round1_pass2,45,OTHER,1,0,other,False,False,False,False,False,none
1324,0000886163_2005_4,8,"these circumstances, coupled with the loss of key accounting and internal audit personnel during the restatement process, contributed to the existence of four additional material weaknesses relating to the company’s internal control over financial reporting, as follows. 1) the inability of the company to maintain an effective independent internal audit department; 2) the existence of ineffective spreadsheet controls used in connection with the company’s financial processes, including review, testing, access and integrity controls; 3) the existence of accounting system access rights granted to certain members of the company’s accounting and finance department that are incompatible with the current roles and duties of such individuals (i.e. segregation of duties); and 4) the inability of management to properly maintain the company’s documentation of the internal control over financial reporting during 2005 or to substantively commence the process to update such documentation and assessment until december 2005.",these circumstances coupled with the loss of key accounting and internal audit personnel during the restatement process contributed to the existence of four additional material weaknesses relating to the company s internal control over financial reporting as follows <num> the inability of the company to maintain an effective independent internal audit department <num> the existence of ineffective spreadsheet controls used in connection with the company s financial processes including review testing access and integrity controls <num> the existence of accounting system access rights granted to certain members of the company s accounting and finance department that are incompatible with the current roles and duties of such individuals i e segregation of duties and <num> the inability of management to properly maintain the company s documentation of the internal control over financial reporting during <year> or to substantively commence the process to update such documentation and assessment until <month> <year>,2005-12-31,886163,"additionally, management’s process for assessing the company’s internal control over financial reporting, as of december 31, 2005 was delayed as a result of the restatement of the company’s prior years’ consolidated financial statements which did not conclude until late 2005.",additionally management s process for assessing the company s internal control over financial reporting as of <month> <num> <year> was delayed as a result of the restatement of the company s prior years consolidated financial statements which did not conclude until late <year>,1024,0,1,OTHER,1,background,1,1,0,False,False,4.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,1,background,ISSUE,0,0,,codex_pass2,,guideline_v1_round1_pass2,46,ISSUE,0,0,,False,False,False,False,False,none
1171,0000929940_2007_4,29,"these adjustments caused changes in revenue, interest income, accounts receivable, unbilled services, and deferred revenue.",these adjustments caused changes in revenue interest income accounts receivable unbilled services and deferred revenue,2007-06-30,929940,69. the financial statements as of and for fiscal 2007.,<num> the financial statements as of and for fiscal <year>,118,1,1,ISSUE,0,other,1,0,0,False,False,37.0,0,0,trainval,legacy_issue_only,1,ISSUE,0,1,other,OTHER,0,0,effect,codex_pass2,effect statement rather than direct issue/action,guideline_v1_round1_pass2,47,ISSUE,0,0,,True,False,False,True,True,ISSUE->OTHER
1210,0000929940_2007_4,72,enhance procedures for the review and approval of customer credit memos and adjustments including a monthly reconciliation of authorized amounts to actual credits and adjustments recorded;.,enhance procedures for the review and approval of customer credit memos and adjustments including a monthly reconciliation of authorized amounts to actual credits and adjustments recorded,2007-06-30,929940,in order to improve controls over the accounts receivable function we intend to.,in order to improve controls over the accounts receivable function we intend to,187,0,0,OTHER,1,effect,1,1,0,False,False,37.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,0,effect,REMEDIATION,0,0,,codex_pass2,,guideline_v1_round1_pass2,48,REMEDIATION,0,0,,False,False,False,False,False,none
941,0001494259_2022_4,32,implementation of controls at the corporate level to reduce the risk of material misstatement related to caroffer financial statements and disclosures; .,implementation of controls at the corporate level to reduce the risk of material misstatement related to caroffer financial statements and disclosures,2022-12-31,1494259,engaging internal and external resources to assist with remediation ; .,engaging internal and external resources to assist with remediation,150,0,0,OTHER,1,background,1,1,0,False,False,8.0,1,0,trainval,legacy_issue_and_remediation,1,OTHER,1,0,background,REMEDIATION,0,0,,codex_pass2,,guideline_v1_round1_pass2,49,REMEDIATION,0,0,,False,False,False,False,False,none
286,0000850033_2014_4,15,"accordingly, a reasonable possibility exists that a material misstatement of revenue or disclosure of revenue to be received in the subsequent quarter could occur and remain undetected in the trust’s interim or annual financial statements.",accordingly a reasonable possibility exists that a material misstatement of revenue or disclosure of revenue to be received in the subsequent quarter could occur and remain undetected in the trust s interim or annual financial statements,2014-12-31,850033,"50 table of contents as a result of the material weakness, the trustee failed to identify the underpayments of 2014 royalty payments by bp alaska.",<num> table of contents as a result of the material weakness the trustee failed to identify the underpayments of <year> royalty payments by bp alaska,237,0,1,ISSUE,0,other,1,0,0,False,False,18.0,0,0,test,legacy_issue_only,1,ISSUE,0,1,other,ISSUE,0,0,,codex_pass2,,guideline_v1_round1_pass2,50,ISSUE,0,0,,False,False,False,False,False,none
