row_id,doc_id,sent_id,text_raw,text_norm,quarter_end,cik,prev_text_raw,prev_text_norm,text_len_chars,short_sentence,heuristic_needs_context,proxy_label_main,proxy_flag_mixed_ab,proxy_c_subtype,legacy_hint_impact,legacy_hint_remediation,legacy_hint_attestation,legacy_hint_find_opinion,legacy_hint_find_remedia_header,legacy_hint_remedia_start_seq,legacy_ab,legacy_negative,split,pred_label,prob_A,prob_B,prob_C,prob_max,margin_top2,review_flag,auto_accept,model_version,uncertainty_score
125,0001376339_2020_4,20,"the company did not design and maintain adequate controls over the inventory process, to ensure that accounting determinations related to inventory were appropriately considered and recorded in accordance with gaap, that the inventory balance was complete and accurate and that disclosures related to the inventory balance were appropriately reflected within the financial statements.",the company did not design and maintain adequate controls over the inventory process to ensure that accounting determinations related to inventory were appropriately considered and recorded in accordance with gaap that the inventory balance was complete and accurate and that disclosures related to the inventory balance were appropriately reflected within the financial statements,2020-12-31,1376339,"the company, for certain processes, did not maintain adequate controls to enforce segregation of duties within the revenue process, including a lack of controls in place to verify the accuracy and legitimacy of sales orders for certain types of sales transactions.",the company for certain processes did not maintain adequate controls to enforce segregation of duties within the revenue process including a lack of controls in place to verify the accuracy and legitimacy of sales orders for certain types of sales transactions,381,0,0,B,0,other,0,1,0,False,False,10.0,0,0,trainval,C,0.41910537103680356,0.1218081966691466,0.4590864322940498,0.4590864322940498,0.03998106125724621,1,0,e5_logreg,1.500932506448704
583,0000783412_2014_4,9,"as a small company, we have seven experienced employees in the accounting department, and three in the it department.",as a small company we have seven experienced employees in the accounting department and three in the it department,2014-09-30,783412,,,114,1,0,C,0,background,0,0,0,False,False,,0,1,trainval,C,0.0015767629861387494,0.4986587884102864,0.499764448603575,0.499764448603575,0.0011056601932886156,1,0,e5_logreg,1.4991298912031363
591,0000783412_2014_4,18,"accordingly, we believe our overall internal control environment is sufficient for a company of our size.",accordingly we believe our overall internal control environment is sufficient for a company of our size,2014-09-30,783412,"in addition, we believe our most important internal control is our hiring and retention of honest and capable people, whom we trust to do their jobs well.",in addition we believe our most important internal control is our hiring and retention of honest and capable people whom we trust to do their jobs well,103,1,1,C,0,background,0,0,0,False,False,,0,1,trainval,C,0.0003622961173533063,0.4983161009048313,0.5013216029778155,0.5013216029778155,0.0030055020729841675,1,0,e5_logreg,1.4956728949492004
411,0001014739_2005_4,23,ineffective processes and controls to ensure timely application of customer payments to customer accounts receivable; and .,ineffective processes and controls to ensure timely application of customer payments to customer accounts receivable and,2005-12-31,1014739,ineffective processes and controls to ensure timely collection efforts on past due outstanding accounts receivable; .,ineffective processes and controls to ensure timely collection efforts on past due outstanding accounts receivable,120,1,0,C,0,background,0,0,0,False,False,28.0,0,1,trainval,C,0.01300904397775795,0.48953753650377485,0.4974534195184672,0.4974534195184672,0.007915883014692371,1,0,e5_logreg,1.4946306974668404
386,0000063276_2024_4,10,"completed remediation actions as previously disclosed in item 8 of our annual report on form 10-k for the fiscal year ended december 31, 2023, management identified that software program change monitoring controls were not effectively designed to detect inappropriate changes to certain information technology systems.",completed remediation actions as previously disclosed in item <num> of our annual report on form <num> k for the fiscal year ended <month> <num> <year> management identified that software program change monitoring controls were not effectively designed to detect inappropriate changes to certain information technology systems,2024-12-31,63276,"the control deficiencies described above did not result in a material misstatement to mattel’s consolidated financial statements; however, those deficiencies raise a reasonable possibility that a material misstatement to the consolidated financial statements would not be prevented or detected on a timely basis.",the control deficiencies described above did not result in a material misstatement to mattel s consolidated financial statements however those deficiencies raise a reasonable possibility that a material misstatement to the consolidated financial statements would not be prevented or detected on a timely basis,326,0,0,B,0,other,0,1,0,False,True,10.0,0,0,trainval,C,0.013479175627262335,0.4888168605809294,0.49770396379180837,0.49770396379180837,0.008887103210878988,1,0,e5_logreg,1.4934089329973126
249,0001137861_2006_4,13,the calculation of depreciation expense will continue to be reviewed on a monthly basis as part of our internal control over financial reporting.,the calculation of depreciation expense will continue to be reviewed on a monthly basis as part of our internal control over financial reporting,2006-12-31,1137861,"additionally, the method for capturing the proper cost basis of these assets has been revised to appropriately calculate depreciation expense in the future.",additionally the method for capturing the proper cost basis of these assets has been revised to appropriately calculate depreciation expense in the future,144,0,0,B,0,other,0,1,0,False,False,9.0,0,0,trainval,B,0.002407806530306599,0.5014569680430986,0.4961352254265948,0.5014569680430986,0.005321742616503811,1,0,e5_logreg,1.4932212893403976
759,0001344632_2007_4,12,gaap related to the company's adoption of sfas no.,gaap related to the company s adoption of sfas no,2007-05-31,1344632,"this control deficiency resulted in adjustments, including audit adjustments in order for the company to comply with u.s.",this control deficiency resulted in adjustments including audit adjustments in order for the company to comply with u s,49,1,0,C,0,background,0,0,0,False,False,,0,1,test,B,0.003542420502501886,0.5011916967489004,0.4952658827485976,0.5011916967489004,0.005925814000302787,1,0,e5_logreg,1.4928824892507968
295,0001003111_2006_4,12,stevenson . /s/ eric j.,stevenson s eric j,2006-09-30,1003111,"as a result of the insufficient resources the company did not adequately address the accounting and disclosures for complex transactions, properly monitor internal controls and did not perform a timely and adequate evaluation of general computer controls.",as a result of the insufficient resources the company did not adequately address the accounting and disclosures for complex transactions properly monitor internal controls and did not perform a timely and adequate evaluation of general computer controls,18,1,0,C,0,background,0,0,0,False,False,,0,1,test,C,0.0020147429468711574,0.49541057291215745,0.5025746841409713,0.5025746841409713,0.00716411122881383,1,0,e5_logreg,1.4902612046302148
920,0001494259_2022_4,11,"in the aggregate, management has concluded that the previously identified unremediated control deficiencies at the caroffer subsidiary, along with the deficiencies identified in the fourth quarter of 2022, constitute a material weakness.",in the aggregate management has concluded that the previously identified unremediated control deficiencies at the caroffer subsidiary along with the deficiencies identified in the fourth quarter of <year> constitute a material weakness,2022-12-31,1494259,"additionally, as of the fourth quarter ended december 31, 2022, management identified additional deficiencies in controls at our caroffer subsidiary.",additionally as of the fourth quarter ended <month> <num> <year> management identified additional deficiencies in controls at our caroffer subsidiary,235,0,0,B,0,other,0,1,0,True,False,8.0,0,0,trainval,A,0.42217522997256723,0.33344257253558607,0.24438219749184656,0.42217522997256723,0.08873265743698117,1,0,e5_logreg,1.4890921125904517
1140,0000072911_2005_4,2,our internal control over financial reporting is intended to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for 231 . external purposes in accordance with applicable gaap.,our internal control over financial reporting is intended to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for <num> external purposes in accordance with applicable gaap,2005-12-31,72911,,,245,0,0,C,0,background,0,0,0,False,False,10.0,0,1,trainval,C,0.004097933888297655,0.4929737925208135,0.5029282735908889,0.5029282735908889,0.00995448107007535,1,0,e5_logreg,1.4871172453390358
1343,0000835011_2006_4,28,this could result in unauthorized or undocumented removal of such materials.,this could result in unauthorized or undocumented removal of such materials,2006-06-30,835011,"physical security over maintenance materials, electrical materials and chemicals at the atchison, kansas facility is not adequate to ensure that items removed from the facilities are documented in accordance with company policy.",physical security over maintenance materials electrical materials and chemicals at the atchison kansas facility is not adequate to ensure that items removed from the facilities are documented in accordance with company policy,75,1,1,A,0,other,1,0,0,False,False,43.0,0,0,test,B,0.3504330390327115,0.4317454282497842,0.21782153271750446,0.4317454282497842,0.08131238921707268,1,0,e5_logreg,1.4869421825331433
1049,0001129633_2015_4,51,ineffective controls over the recognition and measurement of impaired investments.,ineffective controls over the recognition and measurement of impaired investments,2015-12-31,1129633,investments .,investments,81,1,0,B,0,other,0,1,0,False,False,9.0,0,0,test,C,0.05670772132897472,0.45783136559929627,0.4854609130717291,0.4854609130717291,0.027629547472432847,1,0,e5_logreg,1.486909539455838
747,0000918958_2006_4,19,classification of club membership intangible asset.,classification of club membership intangible asset,2006-12-31,918958,"we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of december 31, 2003 by $4.1 million and decreased our net income by $0.2 million and $0.4 million for the years ended december 31, 2005 and 2004, respectively, to correct these errors.",we have restated our audited consolidated financial statements through a cumulative adjustment to increase accumulated deficit as of <month> <num> <year> by $ <num> <num> million and decreased our net income by $ <num> <num> million and $ <num> <num> million for the years ended <month> <num> <year> and <year> respectively to correct these errors,50,1,0,B,0,other,0,1,0,False,False,9.0,0,0,trainval,B,0.0013785756260890653,0.5039820379427913,0.49463938643111954,0.5039820379427913,0.00934265151167174,1,0,e5_logreg,1.486675310545537
1391,0000089089_2007_4,40,the principal factors contributing to the material weakness in account reconciliations were as follows.,the principal factors contributing to the material weakness in account reconciliations were as follows,2007-12-31,89089,account reconciliations.,account reconciliations,102,1,0,B,0,other,0,1,0,False,False,25.0,0,0,test,C,0.17939614822104602,0.37573906804435836,0.4448647837345956,0.4448647837345956,0.06912571569023723,1,0,e5_logreg,1.4860095005751672
