row_id,doc_id,sent_id,quarter_end,cik,text_raw,text_norm,split,label_main,flag_mixed_ab,flag_needs_context,c_subtype,annotator,label_version,note
340,0000317477_2010_4,29,2010-09-30,317477,"(6) in fiscal 2010, the company implemented a purchasing reporting process to enable management review.",<num> in fiscal <year> the company implemented a purchasing reporting process to enable management review,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
341,0000317477_2010_4,30,2010-09-30,317477,all purchases are reviewed by management.,all purchases are reviewed by management,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_003,guideline_v1_1_remediation_reaudit_round3,
342,0000317477_2010_4,32,2010-09-30,317477,"(1) hiring additional accounting and operations personnel and engaging outside contractors with technical accounting expertise, as needed, and reorganizing the accounting and finance department to ensure that accounting personnel with adequate experience, skills and knowledge relating to complex, non-routine transactions are directly involved in the review and accounting evaluation of our complex, non-routine transactions;.",<num> hiring additional accounting and operations personnel and engaging outside contractors with technical accounting expertise as needed and reorganizing the accounting and finance department to ensure that accounting personnel with adequate experience skills and knowledge relating to complex non routine transactions are directly involved in the review and accounting evaluation of our complex non routine transactions,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
343,0000317477_2010_4,34,2010-09-30,317477,"(3) documenting to standards established by senior accounting personnel and the principal accounting officer the review, analysis and related conclusions with respect to complex, non-routine transactions; (4) evaluating an internal audit function in relation to the company's financial resources and requirements; (5) investing in additional enhancements to our it systems including enhancements to processing manufacturing and inventory transactions, and security over user access and administration; (6) creating policy and procedures manuals for the accounting, finance and it functions; and (7) improving our purchasing and accounts payable cycle controls.",<num> documenting to standards established by senior accounting personnel and the principal accounting officer the review analysis and related conclusions with respect to complex non routine transactions <num> evaluating an internal audit function in relation to the company s financial resources and requirements <num> investing in additional enhancements to our it systems including enhancements to processing manufacturing and inventory transactions and security over user access and administration <num> creating policy and procedures manuals for the accounting finance and it functions and <num> improving our purchasing and accounts payable cycle controls,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
354,0000914712_2018_4,15,2018-07-31,914712,"plan for remediation of the material weakness in internal control over financial reporting the company is in the process of creating a formal process related to the design and implementation of controls over the accounting policies for complex, non-routine transactions.",plan for remediation of the material weakness in internal control over financial reporting the company is in the process of creating a formal process related to the design and implementation of controls over the accounting policies for complex non routine transactions,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_008,guideline_v1_1_remediation_reaudit_round3,
355,0000914712_2018_4,16,2018-07-31,914712,"this process will include the early evaluation of complex, non-routine transactions and documentation by the company’s accounting staff.",this process will include the early evaluation of complex non routine transactions and documentation by the company s accounting staff,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
356,0000914712_2018_4,17,2018-07-31,914712,"regular meetings with accounting staff and executive level officers involved and familiar with accounting issues related to complex, non-routine transactions will be held.",regular meetings with accounting staff and executive level officers involved and familiar with accounting issues related to complex non routine transactions will be held,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
357,0000914712_2018_4,18,2018-07-31,914712,"as necessary, outside legal and/or accounting advice will be obtained.",as necessary outside legal and or accounting advice will be obtained,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
358,0000914712_2018_4,19,2018-07-31,914712,we will also revise our current risk assessment process to identify potential non-routine transactions that need to be monitored and incorporated under the planned new formal process.,we will also revise our current risk assessment process to identify potential non routine transactions that need to be monitored and incorporated under the planned new formal process,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
362,0000914712_2018_4,23,2018-07-31,914712,"management has enhanced the formality and rigor of the reconciliation procedures and the evaluation of certain accounts and transactions, controls, including access controls.",management has enhanced the formality and rigor of the reconciliation procedures and the evaluation of certain accounts and transactions controls including access controls,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
363,0000914712_2018_4,24,2018-07-31,914712,management has enhanced the design and precision level of existing monitoring controls to provide additional controls supporting the reporting process.,management has enhanced the design and precision level of existing monitoring controls to provide additional controls supporting the reporting process,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_009,guideline_v1_1_remediation_reaudit_round3,
376,0000717954_2023_4,19,2023-08-26,717954,"following identification of the material weakness and prior to filing this annual report on form 10-k, we completed substantive procedures for the year ended august 26, 2023 over our revenue, accounts receivable, supply inventory and merchandise in service.",following identification of the material weakness and prior to filing this annual report on form <num> k we completed substantive procedures for the year ended <month> <num> <year> over our revenue accounts receivable supply inventory and merchandise in service,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_005,guideline_v1_1_other_reaudit_round3,completed substantive procedures as a concrete remedial step.
381,0000717954_2023_4,25,2023-08-26,717954,"the intended remediation actions include. creating and filling an it compliance oversight function, (ii) remediating the known issues that were identified in the areas of manage change and manage access, (iii) performing a more comprehensive review of current user access and our itgcs, including the applicable monitoring controls, (iv) developing enhanced procedures and controls related to changes in it systems, . developing and implementing additional training and awareness programs addressing itgcs and policies, including educating control owners concerning the principles and requirements of each control, with a focus on user access, and (vi) increasing the extent of oversight and verification included in the operation of user access controls and processes.",the intended remediation actions include creating and filling an it compliance oversight function ii remediating the known issues that were identified in the areas of manage change and manage access iii performing a more comprehensive review of current user access and our itgcs including the applicable monitoring controls iv developing enhanced procedures and controls related to changes in it systems developing and implementing additional training and awareness programs addressing itgcs and policies including educating control owners concerning the principles and requirements of each control with a focus on user access and vi increasing the extent of oversight and verification included in the operation of user access controls and processes,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_004,guideline_v1_1_remediation_reaudit_round3,
387,0000063276_2024_4,11,2024-12-31,63276,"during 2024, management designed and implemented new controls to address the identified deficiency.",during <year> management designed and implemented new controls to address the identified deficiency,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
388,0000063276_2024_4,12,2024-12-31,63276,"during the quarter ended december 31, 2024, management completed its testing of the operating effectiveness of these controls and concluded that the deficiency had been remediated.",during the quarter ended <month> <num> <year> management completed its testing of the operating effectiveness of these controls and concluded that the deficiency had been remediated,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_001,guideline_v1_1_other_reaudit_round3,Concrete remediation action: new controls were designed and implemented.
389,0000063276_2024_4,13,2024-12-31,63276,"remaining remediation actions during the quarter ended december 31, 2024, management completed the design of new user access provisioning and review controls for certain systems.",remaining remediation actions during the quarter ended <month> <num> <year> management completed the design of new user access provisioning and review controls for certain systems,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
397,0001818093_2024_4,10,2024-12-31,1818093,the company appointed new individuals in key roles including the chief supply chain and operations officer and other operational leadership roles; .,the company appointed new individuals in key roles including the chief supply chain and operations officer and other operational leadership roles,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_022,guideline_v1_1_remediation_reaudit_round3,
398,0001818093_2024_4,11,2024-12-31,1818093,enhanced training and operational guidelines resulting in the successful completion of the company’s annual physical inventory counts; and .,enhanced training and operational guidelines resulting in the successful completion of the company s annual physical inventory counts and,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_023,guideline_v1_1_remediation_reaudit_round3,
399,0001818093_2024_4,12,2024-12-31,1818093,designed and implemented controls with regards to excess and obsolete inventory and inventory pricing and purchase arrangements.,designed and implemented controls with regards to excess and obsolete inventory and inventory pricing and purchase arrangements,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_023,guideline_v1_1_remediation_reaudit_round3,
415,0001014739_2005_4,28,2005-12-31,1014739,"management remediation plan given the material weaknesses, management performed additional analysis and procedures to ensure that our consolidated financial statements are presented fairly in conformity with generally accepted accounting principles.",management remediation plan given the material weaknesses management performed additional analysis and procedures to ensure that our consolidated financial statements are presented fairly in conformity with generally accepted accounting principles,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_011,guideline_v1_1_remediation_reaudit_round3,
418,0001014739_2005_4,31,2005-12-31,1014739,we have created and commenced implementing a remediation plan to address the aforementioned material weaknesses.,we have created and commenced implementing a remediation plan to address the aforementioned material weaknesses,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_012,guideline_v1_1_other_reaudit_round3,Concrete remediation action: created and commenced a plan.
424,0001014739_2005_4,37,2005-12-31,1014739,"we are in the process of consolidating our pharmacy operating systems, and have already consolidated to one general ledger system.",we are in the process of consolidating our pharmacy operating systems and have already consolidated to one general ledger system,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
427,0001014739_2005_4,40,2005-12-31,1014739,"segregation of duties — we are in the process of examining each of our operating and financial systems, including the general ledger system, and will restrict access of those modules and fields to employees requiring access in order to perform their jobs with appropriate internal control.",segregation of duties we are in the process of examining each of our operating and financial systems including the general ledger system and will restrict access of those modules and fields to employees requiring access in order to perform their jobs with appropriate internal control,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
428,0001014739_2005_4,41,2005-12-31,1014739,we have identified the necessary segregation of duties changes and intend to implement them in second quarter 2006.,we have identified the necessary segregation of duties changes and intend to implement them in second quarter <year>,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
430,0001014739_2005_4,43,2005-12-31,1014739,general ledger data base monitoring controls — we have engaged a general ledger software consultant to create a control that will identify any changes made by any it employee that would have access to the general ledger production data base.,general ledger data base monitoring controls we have engaged a general ledger software consultant to create a control that will identify any changes made by any it employee that would have access to the general ledger production data base,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
432,0001014739_2005_4,45,2005-12-31,1014739,access to the general ledger data base is already restricted to two individuals in the it department.,access to the general ledger data base is already restricted to two individuals in the it department,trainval,REMEDIATION,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,Concrete remediation action: access to the database has already been restricted.
433,0001014739_2005_4,46,2005-12-31,1014739,changes to system software — our information technology function has implemented a new system that identifies all changes to our production software systems.,changes to system software our information technology function has implemented a new system that identifies all changes to our production software systems,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
435,0001014739_2005_4,48,2005-12-31,1014739,"in addition, we have restricted the ability to make changes to our production software systems to a limited number of individuals in the it function.",in addition we have restricted the ability to make changes to our production software systems to a limited number of individuals in the it function,trainval,REMEDIATION,0,0,other,worker_batch_019,guideline_v1_1_issue_reaudit_round3,Concrete remediation action: production software change access has been restricted.
437,0001014739_2005_4,50,2005-12-31,1014739,we have revised the system and manual controls in our community pharmacies to provide greater assurance that cancelled orders and other non-standard prescription transactions do not result in overstatement of revenue.,we have revised the system and manual controls in our community pharmacies to provide greater assurance that cancelled orders and other non standard prescription transactions do not result in overstatement of revenue,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
438,0001014739_2005_4,51,2005-12-31,1014739,"we have expanded our system control reporting to identify and screen any such exception transactions coming from our pharmacy systems, and have re-trained personnel that are responsible for performing the manual controls necessary to assure that these exception transactions do not result in the misstatement of revenue.",we have expanded our system control reporting to identify and screen any such exception transactions coming from our pharmacy systems and have re trained personnel that are responsible for performing the manual controls necessary to assure that these exception transactions do not result in the misstatement of revenue,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
439,0001014739_2005_4,52,2005-12-31,1014739,we will monitor adherence to these system and manual controls.,we will monitor adherence to these system and manual controls,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
441,0001014739_2005_4,54,2005-12-31,1014739,"in 2006, we intend to consolidate to one community pharmacy platform.",in <year> we intend to consolidate to one community pharmacy platform,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_012,guideline_v1_1_other_reaudit_round3,Concrete future action to consolidate platforms.
444,0001014739_2005_4,57,2005-12-31,1014739,we consolidated the majority of our collections and cash posting functions in fourth quarter 2005 into one location in minnesota.,we consolidated the majority of our collections and cash posting functions in fourth quarter <year> into one location in minnesota,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
449,0001014739_2005_4,62,2005-12-31,1014739,we have appointed a full time project executive to drive improvements in receivables performance.,we have appointed a full time project executive to drive improvements in receivables performance,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
450,0001014739_2005_4,63,2005-12-31,1014739,we have added resources to prevent delays in cash posting.,we have added resources to prevent delays in cash posting,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
451,0001014739_2005_4,64,2005-12-31,1014739,we assigned new leadership to manage the cash posting process.,we assigned new leadership to manage the cash posting process,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
452,0001014739_2005_4,65,2005-12-31,1014739,we have already implemented new processes to improve timeliness and accountability.,we have already implemented new processes to improve timeliness and accountability,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
453,0001014739_2005_4,66,2005-12-31,1014739,"we are expanding our use of automated tools to post cash, improving both speed and accuracy.",we are expanding our use of automated tools to post cash improving both speed and accuracy,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
454,0001014739_2005_4,67,2005-12-31,1014739,"we are adding personnel to increase our cash collection rates on both old and new accounts, and to resolve customer overpayments on a more timely basis.",we are adding personnel to increase our cash collection rates on both old and new accounts and to resolve customer overpayments on a more timely basis,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_012,guideline_v1_1_remediation_reaudit_round3,
455,0001014739_2005_4,68,2005-12-31,1014739,"also, we are developing an automated workflow and collection tool which we intend to implement in the second quarter for both our community and mail pharmacies that will focus our collectors’ efforts and better measure performance.",also we are developing an automated workflow and collection tool which we intend to implement in the second quarter for both our community and mail pharmacies that will focus our collectors efforts and better measure performance,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_013,guideline_v1_1_remediation_reaudit_round3,
456,0001014739_2005_4,69,2005-12-31,1014739,we implemented an improved process to quantify and document our estimates for uncollectible accounts in the fourth quarter of 2005.,we implemented an improved process to quantify and document our estimates for uncollectible accounts in the fourth quarter of <year>,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_013,guideline_v1_1_remediation_reaudit_round3,
457,0001014739_2005_4,70,2005-12-31,1014739,we will continue to refine our methodology in 2006.,we will continue to refine our methodology in <year>,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_012,guideline_v1_1_other_reaudit_round3,Concrete ongoing improvement action.
463,0001144519_2007_4,14,2007-12-31,1144519,"upon discovery of this deficiency in its internal controls, management conducted a broad review of its processes for elimination of intercompany transactions across all of its business units and its corporate office.",upon discovery of this deficiency in its internal controls management conducted a broad review of its processes for elimination of intercompany transactions across all of its business units and its corporate office,trainval,REMEDIATION,0,0,other,worker_batch_024,guideline_v1_1_issue_reaudit_round3,States a concrete remedial action: management conducted a broad review of processes.
471,0001144519_2007_4,23,2007-12-31,1144519,"bunge limited's business units and corporate controller's group will conduct full reviews of current policies, processes and procedures relating to the elimination of intercompany transactions and the implementation of system changes as they relate to financial reporting and bunge limited will redesign processes and controls for each of its business units and its corporate controller's group as necessary, based on the results of those reviews.",bunge limited s business units and corporate controller s group will conduct full reviews of current policies processes and procedures relating to the elimination of intercompany transactions and the implementation of system changes as they relate to financial reporting and bunge limited will redesign processes and controls for each of its business units and its corporate controller s group as necessary based on the results of those reviews,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
472,0001144519_2007_4,24,2007-12-31,1144519,monthly reconciliations of general ledger balances for each of bunge's subsidiaries with bunge's consolidated reporting system will be performed and reviewed with follow-up by bunge's corporate controller's group to assure appropriate elimination of intercompany balances and transactions.,monthly reconciliations of general ledger balances for each of bunge s subsidiaries with bunge s consolidated reporting system will be performed and reviewed with follow up by bunge s corporate controller s group to assure appropriate elimination of intercompany balances and transactions,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
473,0001144519_2007_4,25,2007-12-31,1144519,bunge limited's business units have conducted reviews to identify transactions with characteristics of a financial nature.,bunge limited s business units have conducted reviews to identify transactions with characteristics of a financial nature,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
474,0001144519_2007_4,26,2007-12-31,1144519,"all such transaction types identified for 2007, 2006 and 2005 have been reviewed with bunge's corporate controller's group to assure appropriate accounting treatment and financial statement presentation.",all such transaction types identified for <year> <year> and <year> have been reviewed with bunge s corporate controller s group to assure appropriate accounting treatment and financial statement presentation,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
475,0001144519_2007_4,27,2007-12-31,1144519,"bunge limited's business units and corporate controller's group will conduct full reviews of current policies, processes and procedures relating to analysis and assessment of the presentation and recording of existing sales transaction types and will redesign processes and controls as necessary based on the results of those reviews.",bunge limited s business units and corporate controller s group will conduct full reviews of current policies processes and procedures relating to analysis and assessment of the presentation and recording of existing sales transaction types and will redesign processes and controls as necessary based on the results of those reviews,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
490,0000067279_2013_4,12,2013-12-31,67279,"accordingly, with the oversight of senior management and our audit committee, we have developed, and are currently implementing, a remediation plan for the material weakness described above.",accordingly with the oversight of senior management and our audit committee we have developed and are currently implementing a remediation plan for the material weakness described above,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_001,guideline_v1_1_other_reaudit_round3,Concrete remediation action: a remediation plan was developed and is being implemented.
491,0000067279_2013_4,13,2013-12-31,67279,"until the material weakness is remediated, we will continue to perform additional procedures to reasonably assure the reliability of financial reporting and the preparation of our consolidated financial statements contained in future periodic filings.",until the material weakness is remediated we will continue to perform additional procedures to reasonably assure the reliability of financial reporting and the preparation of our consolidated financial statements contained in future periodic filings,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_001,guideline_v1_1_other_reaudit_round3,Concrete compensating procedure: additional procedures will continue.
493,0000067279_2013_4,15,2013-12-31,67279,"we instituted a plan to design, document, implement and test the it general and application controls that we believe will support the remediation of the material weakness in the company's internal control over financial reporting.",we instituted a plan to design document implement and test the it general and application controls that we believe will support the remediation of the material weakness in the company s internal control over financial reporting,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
494,0000067279_2013_4,16,2013-12-31,67279,"we expect to achieve operational effectiveness of these controls in 2014. ¡ñ we will enhance the design and performance of various review controls over revenue, inventory and income taxes, including management review and analysis of variances, and significant calculations.",we expect to achieve operational effectiveness of these controls in <year> ñ we will enhance the design and performance of various review controls over revenue inventory and income taxes including management review and analysis of variances and significant calculations,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_001,guideline_v1_1_remediation_reaudit_round3,
506,0001311241_2015_4,16,2015-12-31,1311241,"plan for remediation of the identified material weaknesses to address the material weakness associated with a lack of personnel with sufficient training, knowledge and experience commensurate with our financial reporting requirements, we recently hired personnel with the appropriate experience, certification, education, and training for all of the key positions in the financial reporting and accounting function and have also created a new accounting position.",plan for remediation of the identified material weaknesses to address the material weakness associated with a lack of personnel with sufficient training knowledge and experience commensurate with our financial reporting requirements we recently hired personnel with the appropriate experience certification education and training for all of the key positions in the financial reporting and accounting function and have also created a new accounting position,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,
507,0001311241_2015_4,17,2015-12-31,1311241,"the company has also taken steps to address its policies and procedures and plans to hire an outside consultant to advise us in reviewing and updating our policies and procedures, as appropriate.",the company has also taken steps to address its policies and procedures and plans to hire an outside consultant to advise us in reviewing and updating our policies and procedures as appropriate,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_017,guideline_v1_1_remediation_reaudit_round3,
517,0001175535_2018_4,17,2018-12-31,1175535,&#9702;enhanced documentation of the details of new accounting pronouncements; &#9702;enhanced documentation of areas in new accounting pronouncements that require the exercise of management’s judgment; and &#9702;enhanced documentation of the applicability of new accounting pronouncements to the company’s business.,<year> enhanced documentation of the details of new accounting pronouncements <year> enhanced documentation of areas in new accounting pronouncements that require the exercise of management s judgment and <year> enhanced documentation of the applicability of new accounting pronouncements to the company s business,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
518,0001175535_2018_4,19,2018-12-31,1175535,ensure key accounting personnel have appropriate training.,ensure key accounting personnel have appropriate training,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
520,0001175535_2018_4,21,2018-12-31,1175535,"implementation of a disclosure review committee, including outside technical advisors, the chief financial officer, accounting staff, and other members of management.",implementation of a disclosure review committee including outside technical advisors the chief financial officer accounting staff and other members of management,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
521,0001175535_2018_4,22,2018-12-31,1175535,"the committee will meet quarterly, at a minimum, to provide guidance and oversight to ensure the proper implementation of the enhanced internal controls regarding the adoption of new accounting pronouncements.",the committee will meet quarterly at a minimum to provide guidance and oversight to ensure the proper implementation of the enhanced internal controls regarding the adoption of new accounting pronouncements,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
522,0001175535_2018_4,23,2018-12-31,1175535,"quarterly review with the audit committee of new accounting pronouncements, including a discussion of key judgment areas.",quarterly review with the audit committee of new accounting pronouncements including a discussion of key judgment areas,test,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
530,0001140098_2013_4,20,2013-12-31,1140098,"on march 10, 2014, we announced that we had conducted an internal accounting policy review related to our accounting of derivatives, specifically embedded derivatives relating to anti-dilution ratchet provisions.",on <month> <num> <year> we announced that we had conducted an internal accounting policy review related to our accounting of derivatives specifically embedded derivatives relating to anti dilution ratchet provisions,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_016,guideline_v1_1_other_reaudit_round3,concrete internal review step tied to remediation.
531,0001140098_2013_4,21,2013-12-31,1140098,"under the direction of the audit committee, we commenced a process to review our processes for accounting for derivatives.",under the direction of the audit committee we commenced a process to review our processes for accounting for derivatives,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_015,guideline_v1_1_remediation_reaudit_round3,
537,0001140098_2013_4,27,2013-12-31,1140098,"management, with the input, oversight, and support of the audit committee has identified and taken the following steps, which management believes have corrected the material weakness described above subsequent to december 31, 2013. · in june 2013, we hired a new chief financial officer, who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff.",management with the input oversight and support of the audit committee has identified and taken the following steps which management believes have corrected the material weakness described above subsequent to <month> <num> <year> in <month> <year> we hired a new chief financial officer who has extensive experience leading the accounting and finance functions at publicly traded companies and adds accounting expertise to our staff,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_015,guideline_v1_1_remediation_reaudit_round3,
539,0001140098_2013_4,29,2013-12-31,1140098,"additionally, we plan to enhance our training programs to ensure that our accounting personnel have the competence and the on-going accounting and financial reporting training necessary for their assigned duties, including specific technical training courses related to derivative accounting and other complex accounting issues.",additionally we plan to enhance our training programs to ensure that our accounting personnel have the competence and the on going accounting and financial reporting training necessary for their assigned duties including specific technical training courses related to derivative accounting and other complex accounting issues,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
576,0001285224_2010_4,27,2010-12-31,1285224,"promptly following the identification of the material weakness as described above in management's annual report on internal control over financial reporting, management, with the oversight of the audit committee began taking steps to remediate the material weakness.",promptly following the identification of the material weakness as described above in management s annual report on internal control over financial reporting management with the oversight of the audit committee began taking steps to remediate the material weakness,trainval,REMEDIATION,0,0,other,codex_other_worker_batch_017,guideline_v1_1_other_reaudit_round3,began taking steps to remediate the weakness
577,0001285224_2010_4,28,2010-12-31,1285224,"as part of these steps. management reviewed the material weakness with our audit committee and senior management; . management engaged an independent third party loan review firm, which evaluated the adequacy of our allowance for loan losses and charge-offs pertaining to those loans generated by the former loan officer, the appropriateness of credit grades, and the levels of nonaccrual loans and writedowns; and . management began taking action designed to strengthen corporate oversight of loan origination, internal loan function, underwriting and renewal processes by. our board of directors hired a new chief executive officer on february 18, 2011; 107.",as part of these steps management reviewed the material weakness with our audit committee and senior management management engaged an independent third party loan review firm which evaluated the adequacy of our allowance for loan losses and charge offs pertaining to those loans generated by the former loan officer the appropriateness of credit grades and the levels of nonaccrual loans and writedowns and management began taking action designed to strengthen corporate oversight of loan origination internal loan function underwriting and renewal processes by our board of directors hired a new chief executive officer on <month> <num> <year> <num>,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
578,0001285224_2010_4,29,2010-12-31,1285224,"table of contents. management restructured our lending department by segregating personnel and responsibilities relating to the loan sales from personnel and responsibilities relating to loan underwriting processes, including (1) the creation and employment of a new position which we refer to as the deputy chief credit officer and who will be responsible for closely monitoring the problem assets and credit risk management of the company, and (2) the termination of the position of chief lending officer—marketing division due to the company shifting focus from marketing to credit quality control; and . management, with the approval of the audit committee, created and adopted a loan sale policy, which sets forth guidelines relating to . the selection of notes to be made available for sale, (ii) purchaser qualifications, (iii) methods of accounting, and (iv) reporting requirements.",table of contents management restructured our lending department by segregating personnel and responsibilities relating to the loan sales from personnel and responsibilities relating to loan underwriting processes including <num> the creation and employment of a new position which we refer to as the deputy chief credit officer and who will be responsible for closely monitoring the problem assets and credit risk management of the company and <num> the termination of the position of chief lending officer marketing division due to the company shifting focus from marketing to credit quality control and management with the approval of the audit committee created and adopted a loan sale policy which sets forth guidelines relating to the selection of notes to be made available for sale ii purchaser qualifications iii methods of accounting and iv reporting requirements,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
579,0001285224_2010_4,30,2010-12-31,1285224,"in addition to the steps management has taken, management intends to continue its remediation efforts by. continuing to review and monitor the material weakness and the effectiveness of our remedial actions with our audit committee and senior management; and . strengthening corporate oversight of loan origination, internal loan function, underwriting and renewal processes by. enhancing our loan documentation and underwriting procedures; . improving and increasing the frequency of our loan appraisal and review process including its independence; . reinforcing our loan review and classification policies and procedures, in part, by continuing to engage a third party loan review firm to assist in our loan evaluations; and . continuing to develop and improve our management oversight and loan approval process as our ongoing remediation efforts are pursued.",in addition to the steps management has taken management intends to continue its remediation efforts by continuing to review and monitor the material weakness and the effectiveness of our remedial actions with our audit committee and senior management and strengthening corporate oversight of loan origination internal loan function underwriting and renewal processes by enhancing our loan documentation and underwriting procedures improving and increasing the frequency of our loan appraisal and review process including its independence reinforcing our loan review and classification policies and procedures in part by continuing to engage a third party loan review firm to assist in our loan evaluations and continuing to develop and improve our management oversight and loan approval process as our ongoing remediation efforts are pursued,trainval,REMEDIATION,0,0,other,codex_remediation_worker_batch_016,guideline_v1_1_remediation_reaudit_round3,
